Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,Playable_Regions,Company_Short,Hardware_ID,Maker_ID,Device_Info,Area_Symbols,Peripherals,Boot_Filename
Stupid Invaders (France) (Disc 1),STUPID INVADERS,T17711D,V1.000,20010301,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,E,8009810,1ST_READ.BIN
Stupid Invaders (France) (Disc 2),STUPID INVADERS,T17711D,V1.000,20010301,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,E,8009810,1ST_READ.BIN
Stupid Invaders (USA) (Disc 1),STUPID INVADERS,T17708N,V1.001,20010407,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,U,8009810,1ST_READ.BIN
Stupid Invaders (USA) (Disc 2),STUPID INVADERS,T17708N,V1.001,20010407,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,U,8009810,1ST_READ.BIN
Sturmwind (Europe) (Unl) (Rerelease),Sturmwind,DR001,V1.0,20111111,"Japan/Asia, USA/Canada, Europe",Duranik,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,0181C10,1ST_READ.BIN
Suigetsu - Mayoigokoro (Japan) (Disc 1),SUIGETSU,T19725M,V1.002,20040910,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,J,0799A10,1ST_READ.BIN
Suigetsu - Mayoigokoro (Japan) (Disc 2),SUIGETSU,T19725M,V1.002,20040910,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,J,0799A10,1ST_READ.BIN
Suika (Japan),SUIKA,T46509M,V1.003,20020610,Japan/Asia,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19810,1ST_READ.BIN
Sunrise Eiyuutan (Japan),SUNRISE EIYUUTAN,T41101M,V1.000,19991020,Japan/Asia,SEGA LC-T-411,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A00,1ST_READ.BIN
Super Euro Soccer 2000 (Japan),SUPER EURO SOCCER 2000,T15006M,V1.002,20000225,Japan/Asia,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BB810,1ST_READ.BIN
Super Game Converter (USA) (Unl),DC-X,FCD,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",FCD,SEGA SEGAKATANA,SEGA ENTERPRISES,F39F FCD,JUE,E000F10,DCX.BIN
"Super Magnetic Neo (Europe) (En,Fr,De)",SUPER MAGNETIC NEO,T40206D 50,V1.001,20000608,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Super Magnetic Neo (USA),SUPER MAGNETIC NEO,T40206N,V1.001,20000420,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Super Magnetic Neo (USA) (Demo),SUPER MAGNETIC NEO STAND ALONE DEMO,T40206D,V1.001,20000515,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Super Magnetic Niuniu - Promotion Disc (Japan),SUPERMAGNETICNIUNIU,6107386,V1.000,19991029,Japan/Asia,SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0,1ST_READ.BIN
Super Magnetic Niuniu (Japan),SUPERMAGNETICNIUNIU,T30802M,V1.002,19991213,Japan/Asia,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Super Producers - Mezase Show Biz Kai (Japan),SUPER PRODUCERS,T14303M,V1.001,19990930,Japan/Asia,SEGA LC-T-143,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799811,0WINCEOS.BIN
Super Puzzle Fighter II X for Matching Service (Japan),SUPER PUZZLE FIGHTER2X FOR MATCHING SERVICE,T1250M,V1.001,20010424,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,21BBA10,1ST_READ.BIN
Super Robot Taisen Alpha (Japan),SUPER ROBOT WARS ALPHA,T20602M,V1.016,20010725,Japan/Asia,SEGA LC-T-206,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799811,0WINCEOS.BIN
Super Runabout - San Francisco Edition (Europe),SUPER RUNABOUT,T7014D  50,V1.002,20001103,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A11,0WINCEOS.BIN
Super Runabout - San Francisco Edition (Japan),SUPER RUNABOUT SAN FRANCISCO EDITION,T22102M,V1.000,20010414,Japan/Asia,SEGA LC-T-221,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A11,0WINCEOS.BIN
Super Runabout - San Francisco Edition (USA),SUPER RUNABOUT,T12509N,V1.005,20001001,USA/Canada,SEGA LC-T-125,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A11,0WINCEOS.BIN
Super Runabout (Japan),SUPER RUNABOUT,T22101M,V1.003,20000420,Japan/Asia,SEGA LC-T-221,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A11,0WINCEOS.BIN
Super Runabout (Japan) (Rev A),SUPER RUNABOUT,T22101M,V2.001,20000516,Japan/Asia,SEGA LC-T-221,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A11,0WINCEOS.BIN
Super Runabout (Japan) (Taikenban),SUPERRUNABOUT,6107803,V1.002,20000229,Japan/Asia,SEGA LC-T-221,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799211,0WINCEOS.BIN
Super Speed Racing (Japan),SUPER SPEED RACING,HDR-0013,V1.004,19990301,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Super Street Fighter II X for Matching Service (Japan),SUPER STREET FIGHTER 2X FOR MATCHING SERVICE,T1236M,V1.001,20001113,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Surf Rocket Racers (Europe),SURF ROCKET RACERS,T17721D 50,V1.000,20001104,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Surf Rocket Racers (USA),SURF ROCKET RACERS,T40216N,V1.000,20001104,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"Suzuki Alstare - Extreme Racing (Europe) (En,Fr,De,Es,It)",SUZUKI ALSTARE EXTREME RACING,T17703D 50,V1.000,19991015,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799810,1ST_READ.BIN
Suzuki Alstare - Extreme Racing (USA),SUZUKI ALSTARE EXTREME RACING,T17703N,V1.000,19991015,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799810,1ST_READ.BIN
Sweet Season (Japan),SWEET SEASON,T37911M,V1.000,20030915,Japan/Asia,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199811,0WINCEOS.BIN
Sword of the Berserk - Guts' Rage (Europe),SWORD OF THE BERSERK GUTS RAGE,T36807D 05,V1.002,20000308,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Sword of the Berserk - Guts' Rage (USA),SWORD OF THE BERSERK GUTS RAGE,T-36805N,V1.000,20000221,USA/Canada,SEGA-LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Sydney 2000 (Australia),SYDNEY 2000 THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,T36808D 03,V1.001,20000730,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07D9A00,1ST_READ.BIN
Sydney 2000 (Europe),SYDNEY 2000 THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,T36808D 05,V1.000,20000730,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07D9A00,1ST_READ.BIN
Sydney 2000 (France),SYDNEY 2000 THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,T36808D 09,V1.000,20000730,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07D9A00,1ST_READ.BIN
Sydney 2000 (Germany),SYDNEY 2000 THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,T36808D 18,V1.000,20000730,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07D9A00,1ST_READ.BIN
Sydney 2000 (Italy),SYDNEY 2000 THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,T36808D 13,V1.000,20000730,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07D9A00,1ST_READ.BIN
Sydney 2000 (Japan),SYDNEY2000,T1237M,V1.002,20000924,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,079B810,1ST_READ.BIN
Sydney 2000 (Spain),SYDNEY 2000 THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,T36808D 06,V1.001,20000730,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07D9A00,1ST_READ.BIN
Sydney 2000 (USA),SYDNEY 2000,T36808N,V1.000,20000801,USA/Canada,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A00,1ST_READ.BIN
Taisen Net Gimmick - Capcom & Psikyo All Stars (Japan),NET GIMMICK,T1248M,V1.002,20010530,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2199A10,1ST_READ.BIN
Tako no Marine (Japan),TAKO NO MARINE,T5204M,V1.002,20020316,Japan/Asia,SEGA LC-T-52,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Tamakyuu (Japan),TAMACUE,T20133M,V1.000,20031209,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Tanaka Torahiko no Ultra-ryuu Shougi - Ibisha Anaguma-hen (Japan),TANAKATORAHIKO NO URUTORARYUUSYOUGI IBISYAANAGUMAHEN,T22001M,V1.006,19990917,Japan/Asia,SEGA LC-T-220,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199800,1ST_READ.BIN
Tantei Shinshi Dash! (Japan),TANTEISHINSHIDASH,T44401M,V1.008,20001118,Japan/Asia,SEGA LC-T-444,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Tantei Shinshi Dash! (Japan) (Rev A),TANTEISHINSHIDASH,T44401M,V2.000,20001128,Japan/Asia,SEGA LC-T-444,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Taxi 2 - Le Jeu (France),TAXI2,TAXI2,V1.000,20000904,Europe,BLUE SPHERE,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799811,0WINCEOS.BIN
Tech Romancer (Europe),TECH ROMANCER,T7009D50,V1.002,20000511,Europe,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Tech Romancer (USA),TECH ROMANCER,T1208N,V1.001,20000327,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Tee Off (Europe),TEE OFF,T8108D  50,V1.002,20000207,Europe,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Tee Off (USA),TEE OFF,T8108N,V1.001,19991219,USA/Canada,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A00,1ST_READ.BIN
"Tennis 2K2 (USA) (En,Ja,Fr,De,Es) (Rev A)",TENNIS 2K2,MK-51186,V1.009,20011017,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
"Tenohira o, Taiyou ni (Japan)",TENOHIRA,T46516M,V1.000,20040117,Japan/Asia,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Tentama - 1st Sunny Side (Japan),TENTAMA -1ST SUNNY SIDE-,T19710M,V1.000,20010910,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Test Drive 6 (USA),TEST DRIVE 6,T15102N,V1.000,19991118,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"Test Drive Le Mans (USA) (En,Fr,Es)",TEST DRIVE LE MANS,T15123N,V1.000,20000912,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0181A10,1ST_READ.BIN
"Test Drive V-Rally (USA) (En,Fr,De)",TEST DRIVE V-RALLY,T15110N,V1.001,20000824,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,2799A10,1ST_READ.BIN
Tetris 4D (Japan),TETRIS 4D,T20801M,V1.005,19981125,Japan/Asia,SEGA LC-T-208,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,99010,1ST_READ.BIN
"Time Stalkers (Europe) (En,Fr,De,Es)",TIME STALKERS,MK-5101153,V1.003,20000920,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0619A10,1ST_READ.BIN
Time Stalkers (USA),TIME STALKERS,MK-51011,V1.002,20000305,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
TNN Motorsports Hardcore Heat (USA),TNN MOTORSPORTS HARDCORE HEAT,T0000M,V1.001,19990813,USA/Canada,SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799800,1ST_READ.BIN
Tokusatsu Bouken Katsugeki Super Hero Retsuden (Japan),TOKUSATSUBOUKENKATSUGEKI SUPERHERO RETSUDEN,T20601M,V1.005,20000702,Japan/Asia,SEGA LC-T-206,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Tokyo Bus Guide - Bijin Bus Guide Tenjou Disc (Japan),BUSNAVI,T35404M,V1.000,20001122,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19810,1ST_READ.BIN
Tokyo Bus Guide (Japan),TOKYO BUS GUIDE,T35402M,V1.003,19991124,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Tokyo Bus Guide (Japan) (Rev A),TOKYO BUS GUIDE,T35402M,V2.000,20000106,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Tokyo Highway Challenge (Europe),TOKYO HIGHWAY CHALLENGE,T40201D 50,V1.001,19990819,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0199B00,1ST_READ.BIN
Tokyo Highway Challenge 2 (Europe),TOKYO HIGHWAY CHALLENGE 2,T40210D 50,V1.001,20000914,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Tokyo Xtreme Racer (USA),TOKYO XTREME RACER,T40202N,V1.001,19990818,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799B10,1ST_READ.BIN
Tokyo Xtreme Racer 2 (USA),TOKYO XTREME RACER 2,T40211N,V1.002,20000912,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (Europe),ROGUE SPEAR,T45002D-05,V1.001,20010401,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,A7BFA10,1ST_READ.BIN
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (France),ROGUE SPEAR,T-45002D09,V1.001,20010501,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,A7BFA10,1ST_READ.BIN
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (Germany),ROGUE SPEAR,T-45002D18,V1.000,20010401,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,A7BFA10,1ST_READ.BIN
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (USA),ROGUESPEAR,T40402N,V1.002,20001112,USA/Canada,SEGA LC-T-404,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,A799A10,1ST_READ.BIN
Tom Clancy's Rainbow Six incl. Eagle Watch Missions (Europe),TOM CLANCYS RAINBOW SIX,T-45001D05,V1.002,20001121,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A01,0WINCEOS.BIN
Tom Clancy's Rainbow Six incl. Eagle Watch Missions (France),TOM CLANCYS RAINBOW SIX,T-45001D09,V1.002,20001122,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A01,0WINCEOS.BIN
Tom Clancy's Rainbow Six incl. Eagle Watch Missions (Germany),TOM CLANCYS RAINBOW SIX,T-45001D18,V1.001,20001121,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A01,0WINCEOS.BIN
Tom Clancy's Rainbow Six with Eagle Watch Missions (USA),RAINBOW SIX,T40401N,V1.004,20000428,USA/Canada,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A01,0WINCEOS.BIN
Tomb Raider - Die Chronik (Germany),TOMB RAIDER CHRONICLES,T36815D18,V1.001,20001116,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A11,0WINCEOS.BIN
Tomb Raider - La Revelation Finale (France),TOMB RAIDER THE LAST REVELATION,T36804D05,V1.000,20000324,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799811,0WINCEOS.BIN
Tomb Raider - Sur les Traces de Lara Croft (France),TOMB RAIDER CHRONICLES,T36815D09,V1.001,20001116,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A11,0WINCEOS.BIN
Tomb Raider - The Last Revelation (Europe),TOMB RAIDER THE LAST REVELATION,T36804D05,V1.000,20000324,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799811,0WINCEOS.BIN
Tomb Raider - The Last Revelation (Italy),TOMB RAIDER THE LAST REVELATION,T36804D05,V1.000,20000324,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799811,0WINCEOS.BIN
Tomb Raider - The Last Revelation (Spain),TOMB RAIDER THE LAST REVELATION,T36804D05,V1.000,20000324,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799811,0WINCEOS.BIN
Tomb Raider - The Last Revelation (USA),TOMB RAIDER THE LAST REVELATION,T-36806N,V1.001,20000323,USA/Canada,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A11,0WINCEOS.BIN
Tomb Raider Chronicles - La Leggenda di Lara Croft (Italy),TOMB RAIDER CHRONICLES,T36815D13,V1.000,20001130,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A11,0WINCEOS.BIN
Tomb Raider Chronicles (Europe),TOMB RAIDER CHRONICLES,T36815D05,V1.002,20001130,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A11,0WINCEOS.BIN
Tomb Raider Chronicles (Spain),TOMB RAIDER CHRONICLES,T36815D06,V1.000,20001130,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A11,0WINCEOS.BIN
Tomb Raider Chronicles (USA),TOMB RAIDER CHRONICLES,T36812N,V1.000,20001125,USA/Canada,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799811,0WINCEOS.BIN
Tomb Raider IV - The Last Revelation (Germany),TOMB RAIDER THE LAST REVELATION,T36804D05,V1.000,20000324,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799811,0WINCEOS.BIN
Tomb Raider IV - The Last Revelation (Japan),TOMB RAIDER IV,T1233M,V1.000,20000611,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A01,0WINCEOS.BIN
Tony Hawk's Pro Skater (USA),TONY HAWK'S PRO SKATER,T40205N,V1.000,20000417,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Tony Hawk's Pro Skater 2 (Europe),TONY HAWKS PRO SKATER 2,T13008D 05,V1.001,20001002,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Tony Hawk's Pro Skater 2 (Germany),TONY HAWKS PRO SKATER 2,T13008D 18,V1.000,20001013,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Tony Hawk's Pro Skater 2 (USA),TONY HAWKS PRO SKATER 2,T13006N,V1.001,20001011,USA/Canada,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Tony Hawk's Skateboarding (Europe),TONY HAWKS SKATEBOARDING,T40204D 50,V1.001,20000427,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
"Totsugeki! Teketeke!! Toy Ranger (Japan) (En,Ja,Fr,Es)",TOY RANGER,HDR-0052,V1.031,19991203,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1GUTH.BIN
"Tough Guy (USA, Japan) (Unl)",TOUGHGUY,T9761N,V1.000,20200418,"Japan/Asia, USA/Canada, Europe",JOSHPROD,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,1010,1ST_READ.BIN
"Toy Commander (Europe) (En,Fr,De,Es)",TOY COMMANDER,MK-5102050,V1.021,19990928,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1GUTH.BIN
"Toy Commander (USA) (En,Fr,De,Es)",TOY COMMANDER,MK-57020,V1.022,19990930,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1GUTH.BIN
"Toy Racer (Europe) (En,Fr,De,Es)",TOY RACER,MK-5114950,V1.050,20001130,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,2799A10,1TOYRACE.BIN
Treasure Strike (Japan),TREASURE STRIKE,T19701M,V1.006,20000117,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799A00,1ST_READ.BIN
"TrickStyle (Europe) (En,Fr,De,Es,It)",TRICKSTYLE,T-8101D-50,V1.010,19990908,Europe,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799810,1ST_READ.BIN
TrickStyle (USA),TRICKSTYLE,T-8102N,V1.000,19990809,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799800,1ST_READ.BIN
Tricolore Crise - Art Palette (Japan),TRICOLORE CRISE ART PALETTE,6107933,V1.000,20000902,Japan/Asia,SEGA LC-T-79,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799010,1ST.BIN
Tricolore Crise (Japan),TRICOLORE CRISE,T9104M,V1.002,20000906,Japan/Asia,SEGA LC-T-91,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Triggerheart Exelica (Japan),TRIGGERHEART EXELICA,T29102M,V1.002,20061214,Japan/Asia,SEGA LC-T-291,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19810,1ST_READ.BIN
Trizeal (Japan),TRIZEAL,T47901M,V1.000,20050206,Japan/Asia,SEGA LC-T-479,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,009B810,1ST_READ.BIN
Tsuki wa Higashi ni Hi wa Nishi ni - Operation Sanctuary (Japan),HANIHANI,T47109M,V1.004,20040527,Japan/Asia,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Tsuushin Taisen Logic Battle Daisessen (Japan),DAISESSEN,T35403M,V1.000,20000316,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2199A11,0WINCEOS.BIN
"Twinkle Star Sprites (Japan) (En,Ja,Es)",TWINKLESTAR SPRITES,T3103M,V1.002,20000203,Japan/Asia,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,061BA10,1ST_READ.BIN
Typing of the Date (Japan),TYPING OF THE DATE,T14307M,V1.000,20010803,Japan/Asia,SEGA LC-T-143,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
"Typing of the Dead, The (Japan)",THE TYPING OF THE DEAD,HDR-0067,V1.001,20000307,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2000810,1ST_READ.BIN
"Typing of the Dead, The (USA)",THE TYPING OF THE DEAD,MK-51144,V1.004,20001201,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,2000810,1ST_READ.BIN
