Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,Playable_Regions,Company_Short,Hardware_ID,Maker_ID,Device_Info,Area_Symbols,Peripherals,Boot_Filename
Shinki Sekai Evolution (Japan),EVOLUTION,T38701M,V1.023,19981219,Japan/Asia,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799800,1ST_READ.BIN
Shinki Sekai Evolution (Japan) (Taikenban),EVOLUTION,6107039,V1.000,19981210,Japan/Asia,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799000,1ST_READ.BIN
Shinki Sekai Evolution 2 - Tooi Yakusoku (Japan),EVOLUTION2,T38703M,V1.002,19991111,Japan/Asia,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Shinri Game, The (Japan)",SHINRI GAME DC EDITION,T43403M,V1.004,20001223,Japan/Asia,SEGA LC-T-434,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799800,1ST_READ.BIN
Shirotsumesouwa - Episode of the Clovers (Japan),SIROTSUMESOUWA,T20123M,V1.003,20030428,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Shutokou Battle (Japan),SHUTOKOU BATTLE,T30801M,V1.007,19990601,Japan/Asia,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Shutokou Battle (Japan) (Taikenban),SHUTOKOU BATTLE,6107134,V1.002,19990402,Japan/Asia,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799010,1ST_READ.BIN
Shutokou Battle 2 (Japan),SHUTOKOU BATTLE 2,T30803M,V2.000,20000603,Japan/Asia,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Silent Scope (Europe) (En,Fr,De,Es,It)",SILENT SCOPE,T9505D,V1.000,20000911,Europe,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,8799A10,1ST_READ.BIN
Silent Scope (Japan),SILENT SCOPE,T9513M,V1.002,20000830,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,8799A10,1ST_READ.BIN
Silent Scope (USA),SILENT SCOPE,T9507N,V1.000,20000901,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,8799A10,1ST_READ.BIN
"Silver (Europe) (En,Nl)",SILVER,T15109D,V1.001,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
"Silver (France) (Fr,It,Pt)",SILVER,T15109D,V1.000,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Silver (Germany),SILVER,T15109D,V1.000,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Silver (Spain),SILVER,T15109D,V1.000,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Silver (USA),SILVER,T15108N,V1.001,20000607,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Simple 2000 Series DC Vol. 01 - Bittersweet Fools - The Ren'ai Adventure (Japan),BITTERSWEET FOOLS,T47401M,V1.002,20020626,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Simple 2000 Series DC Vol. 02 - Natsuiro Celebration - The Ren'ai Simulation (Japan),NATSUIROCELEBRATION,T47404M,V1.002,20020730,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Simple 2000 Series DC Vol. 03 - Fureai - The Ren'ai Simulation (Japan),FUREAI,T47402M,V1.003,20020813,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Simple 2000 Series DC Vol. 04 - Okaeri! The Ren'ai Adventure (Japan),OKAERI,T47403M,V1.003,20020813,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Sister Princess - Premium Edition (Japan) (Disc 1),SISTER PRINCESS PREMIUM EDITION,T27802M,V1.003,20020219,Japan/Asia,SEGA LC-T-278,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,J,199810,1ST_READ.BIN
Sister Princess - Premium Edition (Japan) (Disc 2),SISTER PRINCESS PREMIUM EDITION,T27802M,V1.003,20020219,Japan/Asia,SEGA LC-T-278,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,J,199810,1ST_READ.BIN
"Skies of Arcadia (Europe) (En,Fr,De,Es) (Disc 1)",SKIES OF ARCADIA DISC1,MK-51052,V1.000,20010306,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,E,0799A00,1ST_READ.BIN
"Skies of Arcadia (Europe) (En,Fr,De,Es) (Disc 2)",SKIES OF ARCADIA DISC2,MK-51052,V1.000,20010306,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,E,0799A00,1ST_READ.BIN
Skies of Arcadia (USA) (Disc 1),SKIES OF ARCADIA DISC 1,MK-51052,V1.002,20001010,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,U,0799A10,1ST_READ.BIN
Skies of Arcadia (USA) (Disc 2),SKIES OF ARCADIA DISC 2,MK-51052,V1.002,20001010,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,U,0799A10,1ST_READ.BIN
"Slave Zero (Europe) (En,Fr,De,Es,It)",SLAVE ZERO,T15104D 50,V1.000,19991203,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Slave Zero (USA),SLAVE ZERO,T15106N,V1.001,19991015,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Slave Zero (USA) (Rev A),SLAVE ZERO,T15106N,V1.002,19991108,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"SnoCross Championship Racing (Europe) (En,Fr,De)",SNO-CROSS,T17722D 50,V1.000,20001017,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799801,0WINCEOS.BIN
SnoCross Championship Racing (USA),SNO-CROSS,T40207N,V1.000,20001017,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799801,0WINCEOS.BIN
Snow (Japan),SNOW,T20132M,V1.002,20030901,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Snow Surfers (Europe),SNOW SURFERS,MK-5101050,V1.001,19990930,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Soldier of Fortune (Europe),SOLDIER OF FORTUNE,T17726D 50,V1.000,20010628,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,A799810,1ST_READ.BIN
Soldier of Fortune (USA),SOLDIER OF FORTUNE,T40212N,V1.001,20010628,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,A799810,1ST_READ.BIN
Sonic Adventure - Limited Edition (USA),SONIC ADVENTURE LIMITED EDITION,MK-51014,V1.002,19990604,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0781A10,1ST_READ.BIN
"Sonic Adventure (Europe) (En,Ja,Fr,De,Es)",SONIC ADVENTURE,MK-5100050,V1.003,19990909,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0601A10,1ST_READ.BIN
Sonic Adventure (Japan),SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0781A10,1ST_READ.BIN
Sonic Adventure (USA),SONIC ADVENTURE,MK-51000,V1.004,19990812,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0601A10,1ST_READ.BIN
Sonic Adventure (USA) (Demo),SONIC ADVENTURE TRIAL VERSION FOR E3,MK-5100950,V1.000,19990608,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0781A10,1ST_READ.BIN
"Sonic Adventure (USA) (En,Ja,Fr,De,Es) (Rev A)",SONIC ADVENTURE,MK-51000,V1.005,19991005,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0601A10,1ST_READ.BIN
"Sonic Adventure 2 - The Trial (Europe) (En,Ja)",SONIC ADVENTURE 2  THE TRIAL,6107994,V1.001,20001208,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,JUE,799210,1ST_READ.BIN
"Sonic Adventure 2 - The Trial (USA, Japan) (En,Ja)",SONIC ADVENTURE 2  THE TRIAL,6107994,V1.000,20001115,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,JUE,799210,1ST_READ.BIN
"Sonic Adventure 2 (Europe) (En,Ja,Fr,De,Es)",SONIC ADVENTURE 2,MK-5111750,V1.008,20010529,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
"Sonic Adventure 2 (Europe) (En,Ja,Fr,De,Es) (Beta) (2001-05-21)",SONIC ADVENTURE 2,MK-5111750,V1.002,20010521,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
"Sonic Adventure 2 (Japan) (En,Ja,Fr,De,Es)",SONIC ADVENTURE 2,HDR-0165,V1.008,20010529,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Sonic Adventure 2 (Japan) (En,Ja,Fr,De,Es) (Taikenban)",SONIC ADVENTURE  2 TRIAL VERSION,6108057,V1.002,20010503,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,JUE,799210,1ST_READ.BIN
"Sonic Adventure 2 (USA) (En,Ja,Fr,De,Es)",SONIC ADVENTURE 2,MK-51117,V1.008,20010529,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"Sonic Adventure International (Japan) (En,Ja,Fr,De,Es)",SONIC ADVENTURE INTERNATIONAL,HDR-0043,V1.003,19990920,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0601A10,1ST_READ.BIN
"Sonic Shuffle (Europe) (En,Fr,De,Es)",SONIC SHUFFLE,MK-5106050,V1.000,20010131,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799810,1ST_READ.BIN
Sonic Shuffle (Japan),SONIC SHUFFLE,HDR-0125,V1.001,20001115,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Sonic Shuffle (USA),SONIC SHUFFLE,MK-51060,V1.000,20001019,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799810,1ST_READ.BIN
Sorcerian - Shichisei Mahou no Shito (Japan),SORCERIAN-DC,T9103M,V1.007,20000330,Japan/Asia,SEGA LC-T-91,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1.BIN
Soukou no Kihei - Space Griffon (Japan),SPACE GRIFFON VF-9,T39601M,V1.001,19990919,Japan/Asia,SEGA LC-T-396,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A11,0WINCEOS.BIN
Soul Fighter (Europe),SOUL FIGHTER,T41401D 50,V1.000,19991102,Europe,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799800,1ST_READ.BIN
Soul Fighter (USA),SOUL FIGHTER,T41401N,V1.000,19991102,USA/Canada,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799800,1ST_READ.BIN
"Soulcalibur (Europe) (En,Fr,De,Es)",SOULCALIBUR,T1401D  50,V1.001,19991027,Europe,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Soulcalibur (Japan),SOULCALIBUR,T1401M,V2.000,19990714,Japan/Asia,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
Soulcalibur (Japan) (Tentou Taikenban),SOULCALIBUR,6107173,V0.601,19990618,Japan/Asia,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0019A10,1ST_READ.BIN
Soulcalibur (Japan) (Tokubetsu Taikenban),SOULCALIBUR,6107175,V0.600,19990617,Japan/Asia,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0019A10,1ST_READ.BIN
Soulcalibur (USA),SOULCALIBUR,T1401N,V1.000,19990730,USA/Canada,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
South Park - Chef's Luv Shack (Europe),SOUTH PARK CHEFS LUV SHACK,T-8105D-50,V1.000,19991025,Europe,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,4001001,0WINCEOS.BIN
South Park - Chef's Luv Shack (USA),SOUTH PARK CHEFS,T-8105N,V1.000,19991018,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,1001,0WINCEOS.BIN
"South Park Rally (Europe) (En,Fr,De,Es)",SOUTH PARK RALLY,T-8112D-50,V1.001,20000619,Europe,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
South Park Rally (USA),SOUTH PARK RALLY,T-8116N,V1.001,20000614,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0199A00,1ST_READ.BIN
"Space Channel 5 (Europe) (En,Fr,De,Es)",SPACECHANNEL5,MK-5105150,V1.001,20000822,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
"Space Channel 5 (Europe) (En,Fr,De,Es) (Beta) (2000-08-10)",SPACECHANNEL5,MK-5105150,V1.000,20000810,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Space Channel 5 (Japan),SPACECHANNEL5,HDR-0029,V1.001,19991128,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0199A10,1ST_READ.BIN
Space Channel 5 (Japan) (Taikenban),SPACECHANNEL5,6107368,V0.203,19990930,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19000,1ST_READ.BIN
Space Channel 5 (USA),SPACECHANNEL5,MK-51051,V1.000,20000501,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0199A10,1ST_READ.BIN
Space Channel 5 Part 2 (Japan),SPACE CHANNEL 5 PART 2,HDR-0190,V2.000,20011209,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Spawn - In the Demon's Hand (Europe),SPAWN IN THE DEMONS HAND,T36816D 50,V1.000,20001209,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0019A00,1ST_READ.BIN
Spawn - In the Demon's Hand (Japan),SPAWN IN THE DEMONS HAND,T1216M,V1.003,20000712,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2019A10,1ST_READ.BIN
Spawn - In the Demon's Hand (USA),SPAWN IN THE DEMONS HAND,T1216N,V1.000,20000830,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0019A10,1ST_READ.BIN
"Spec Ops II - Omega Squad (Europe) (En,Fr,De,Es,It)",SPEC OPS2: OMEGA SQUAD,T45004D 50,V1.002,20011023,Europe,SEGA LC-T-450,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Spec Ops II - Omega Squad (USA),SPECOPS OMEGA SQUAD,T41704N,V1.008,20000922,USA/Canada,SEGA LC-T-417,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Speed Devils - Online Racing (Europe),SPEED DEVILS ONLINE,T17713D 50,V1.003,20001128,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Speed Devils - Online Racing (USA),SPEED DEVILS ONLINE,T17718N,V1.002,20001119,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,2799A10,1ST_READ.BIN
"Speed Devils (Europe) (En,Fr,De,Es,It)",SPEED DEVILS,T17702D 50,V1.004,19991004,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Speed Devils (Japan),SPEED DEVILS,T17702M,V1.005,19991019,Japan/Asia,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Speed Devils (USA),SPEED DEVILS,T17702N,V1.004,19991004,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Spider-Man (Europe),SPIDER-MAN,T13008N,V1.000,20010402,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Spider-Man (USA),SPIDER-MAN,T13008N,V1.000,20010316,USA/Canada,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"Spirit of Speed 1937 (Europe) (En,Fr,De,Es)",SPIRIT OF SPEED 1937,T-8117D-50,V1.002,20000609,Europe,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07BBB11,0WINCEOS.BIN
Spirit of Speed 1937 (Japan),SPIRIT OF SPEED 1937,T-8102M,V1.000,20001205,Japan/Asia,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,03FBA11,0WINCEOS.BIN
"Spirit of Speed 1937 (USA) (En,Fr,De,Es)",SPIRIT OF SPEED 1937,T-8118N,V1.001,20000601,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,03FBA11,0WINCEOS.BIN
Sports Jam (Japan),SPORTS JAM,HDR-0153,V1.005,20010324,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,079BA10,1ST_READ.BIN
Sports Jam (USA),SPORTS JAM,T44304N,V1.001,20010528,USA/Canada,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,079BA10,1ST_READ.BIN
Star Gladiator 2 - Nightmare of Bilstein (Japan),STAR GLADIATOR 2,T1204M,V1.002,19991028,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,01BBA00,1ST_READ.BIN
Star Gladiator 2 - Nightmare of Bilstein (Japan) (Tentou Taikenban),STAR GLADIATOR 2,6107181,V1.000,19991022,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,01BB000,1ST_READ.BIN
Star Wars - Demolition (Europe),STAR WARS:DEMOLITION,T13010D 05,V1.000,20001024,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Star Wars - Demolition (USA),STAR WARS DEMOLITION,T23003N,V1.001,20001101,USA/Canada,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Star Wars - Episode I - Jedi Power Battles (Europe),STAR WARS EPISODE ONE JEDI POWER BATTLES,T23002D,V1.003,20000907,Europe,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_EURO.BIN
Star Wars - Episode I - Jedi Power Battles (USA),STAR WARS EPISODE ONE JEDI POWER BATTLES,T23002N,V1.004,20000915,USA/Canada,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799810,1ST_USA.BIN
Star Wars - Episode I - Racer (Europe),STAR WARS: EPISODE 1 RACER,T23001D 50,V1.005,20000630,Europe,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Star Wars - Episode I - Racer (USA),STAR WARS EPISODE 1 RACER,T23001N,V1.001,20000322,USA/Canada,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799B10,1ST_READ.BIN
StarLancer (Europe),STARLANCER,T17723D 05,V1.003,20001128,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,2799A11,0WINCEOS.BIN
StarLancer (USA),STARLANCER,T40209N,V1.002,20001101,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,2799B11,0WINCEOS.BIN
Street Fighter Alpha 3 (Europe),STREET FIGHTER ALPHA3 SAIKYO-DOJO,T7005D  50,V1.000,20000708,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Street Fighter Alpha 3 (USA),STREET FIGHTER ALPHA3 SAIKYO-DOJO,T1203N,V1.001,20000429,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Street Fighter III - 3rd Strike - Fight for the Future (Japan),STREET FIGHTER 3 3RD STRIKE,T1209M,V1.003,20000607,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Street Fighter III - 3rd Strike (Europe),STREET FIGHTER 3 3RD STRIKE,T7013D-50,V1.000,20001024,Europe,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Street Fighter III - 3rd Strike (USA),STREET FIGHTER 3 3RD STRIKE,T1213N,V1.001,20000908,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Street Fighter III - Double Impact (Europe),STREET FIGHTER3 DOUBLE IMPACT,T7006D  50,V1.001,20000223,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,01BBA10,1ST_READ.BIN
Street Fighter III - Double Impact (USA),STREET FIGHTER3 DOUBLE IMPACT,T1210N,V1.001,20000427,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,01BBA10,1ST_READ.BIN
Street Fighter III - W Impact (Japan),STREET FIGHTER3 W IMPACT,T1211M,V1.001,19991106,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,21BBA10,1ST_READ.BIN
Street Fighter Zero 3 - Saikyo-ryu Dojo (Japan),STREET FIGHTER ZERO3 SAIKYO-RYU DOJO,T1203M,V1.007,19990614,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
Street Fighter Zero 3 - Saikyo-ryu Dojo (Japan) (Tentou Taikenban),STREET FIGHTER ZERO3 SAIKYO-RYU DOJO,6107161,V1.001,19990610,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BB210,1ST_READ.BIN
Street Fighter Zero 3 - Saikyo-ryu Dojo for Matching Service (Japan),STREET FIGHTER ZERO3 SAIKYO-RYU DOJO FOR MATCHING SERVICE,T1230M,V1.002,20001207,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Striker Pro 2000 (USA),STRIKER PRO 2000,T15111N,V1.002,20000331,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799810,1ST_READ.BIN
"Stunt GP (Europe) (En,Fr,De,Es,It,Nl,Sv)",STUNT GP,T22904D 50,V1.001,20001201,Europe,SEGA LC-T-229,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,079BA10,1ST_READ.BIN
"Stupid Invaders (Europe) (En,Fr,De,It) (Disc 1)",STUPID INVADERS,T17711D,V1.000,20010301,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,E,8009810,1ST_READ.BIN
"Stupid Invaders (Europe) (En,Fr,De,It) (Disc 2)",STUPID INVADERS,T17711D,V1.000,20010301,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,E,8009810,1ST_READ.BIN
