redump_name,Title,Foreign Title,serial
"Blood Bowl (Europe) (En,Fr,De,Es,It)",Blood Bowl,,ULES-01230
Blood Bowl (USA),Blood Bowl,,ULUS-10516
Blood+ - Final Piece - Saigo no Kakera (Japan),Blood+: Final Piece: Saigo no Kakera,ブラッドプラス　ファイナルピース　最後のかけら,UCJS 10044
Blue Roses - Yousei to Aoi Hitomi no Senshitachi (Japan),,,ULJS 00310
Boku no Natsuyasumi 4 - Setouchi Shounen Tanteidan - Boku to Himitsu no Chizu (Japan),Boku no Natsuyasumi 4: Setouchi Shounen Tanteidan: Boku to Himitsu no Chizu,ぼくのなつやすみ４　瀬戸内少年探偵団　ボクと秘密の地図,UCJS 10095
Boku no Natsuyasumi 4 - Setouchi Shounen Tanteidan - Boku to Himitsu no Chizu (Japan),Boku no Natsuyasumi 4: Setouchi Shounen Tanteidan: Boku to Himitsu no Chizu,ぼくのなつやすみ４　瀬戸内少年探偵団　ボクと秘密の地図,UCJS 18046
Boku no Natsuyasumi Portable - Mushi Mushi Hakase to Teppen-yama no Himitsu!! (Japan),Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,ぼくのなつやすみポータブル　ムシムシ博士とてっぺん山の秘密!!,UCJS 10038
Boku no Natsuyasumi Portable - Mushi Mushi Hakase to Teppen-yama no Himitsu!! (Japan),Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,ぼくのなつやすみポータブル　ムシムシ博士とてっぺん山の秘密!!,UCJS 18013
Boku no Natsuyasumi Portable 2 - Nazo Nazo Shimai to Chinbotsusen no Himitsu! (Japan),Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu!,ぼくのなつやすみポータブル２　ナゾナゾ姉妹と沈没船の秘密,UCJS 10111
Boku no Watashi no Katamari Damacy (Japan),Boku no Watashi no Katamari Damacy,僕の私の塊魂,ULJS 00033
Boku no Watashi no Katamari Damacy (Japan),Boku no Watashi no Katamari Damacy,僕の私の塊魂,ULJS 19009
Boku wa Koukuu Kanseikan - Airport Hero Naha (Japan),Boku wa Koukuu Kanseikan: Airport Hero Naha,ぼくは航空管制官　エアポートヒーロー那覇,ULJM 05171
Boku wa Koukuu Kanseikan - Airport Hero Narita (Japan),Boku wa Koukuu Kanseikan: Airport Hero Narita,ぼくは航空管制官　エアポートヒーロー　成田,ULJM 05128
Boku wa Koukuu Kanseikan - Airport Hero Shinchitose (Japan),Boku wa Koukuu Kanseikan: Airport Hero Shinchitose,ぼくは航空管制官　エアポートヒーロー新千歳,ULJM 05453
Boku wa Tomodachi ga Sukunai Portable (Japan),Boku wa Tomodachi ga Sukunai Portable,僕は友達が少ない　ぽーたぶる,ULJS 00459
Bokujou Monogatari - Harvest Moon - Boy & Girl (Japan),Bokujou Monogatari: Harvest Moon: Boy & Girl,牧場物語ハーベストムーン ボーイ＆ガール,ULJS 00034
Bokujou Monogatari - Harvest Moon - Boy & Girl (Japan),Bokujou Monogatari: Harvest Moon: Boy & Girl,牧場物語ハーベストムーン ボーイ＆ガール,ULJS 19008
Bokujou Monogatari - Sugar Mura to Minna no Negai (Japan),Bokujou Monogatari: Sugar Mura to Minna no Negai,牧場物語　シュガー村とみんなの願い,ULJS 00188
Bomberman - Bakufuu Sentai Bombermen (Japan),Bomberman: Bakufuu Sentai Bombermen,ボンバーマン: 爆風戦隊ボンバーメ～ン,UCJS-10030
Bomberman - Panic Bomber (Japan),Bomberman: Panic Bomber,ボンバーマン　ぱにっくボンバー,ULJM 05023
"Bomberman (Europe) (En,Fr,De,Es,It)",Bomberman,,ULES-00469
Bomberman (USA),Bomberman,,ULUS-10121
"Bomberman Land (Europe) (En,Fr,De,Es,It)",Bomberman Land,,ULES-00959
Bomberman Land (USA),Bomberman Land,,ULUS-10319
Bomberman Land Portable (Japan),Bomberman Land Portable,ボンバーマンランド　ポータブル,ULJM 05181
Bomberman Land Portable (Japan),Bomberman Land Portable,ボンバーマンランド　ポータブル,ULJM 05319
Bomberman Portable (Japan),Bomberman Portable,ボンバーマン　ポータブル,ULJM 05034
Bounty Hounds (Asia),Bounty Hounds,星戰傭兵,UCAS-40037
Bounty Hounds (Japan),Bounty Hounds,バウンティ　ハウンズ,ULJS 00021
Bounty Hounds (Japan) (Taikenban),,,ULJM 91006
Bounty Hounds (USA),Bounty Hounds,,ULUS-10161
Boxer's Road 2 - The Real (Japan),Boxer's Road 2: The Real,ボクサーズロード２　ザ・リアル,ULJM 05125
Brave Story - Aratanaru Tabibito (Japan),,,UCJS 10024
Brave Story - New Traveler (USA),Brave Story: New Traveler,,ULUS-10279
Breath of Fire III (Europe),Breath of Fire III,,ULES-00193
Breath of Fire III (Europe),Breath of Fire III,,ULES-00193/E
Breath of Fire III (Japan),Breath of Fire III,ブレス オブ ファイアＩＩＩ,ULJM 05029
Brian Lara 2007 - Pressure Play (Europe),Brian Lara 2007: Pressure Play,,ULES-00814
Brooktown High (USA),Brooktown High,,ULUS-10257
Brothers Conflict - Brilliant Blue (Japan),Brothers Conflict: Brilliant Blue,ブラザーズコンフリクト～ブリリアント ブルー～,ULJM 06315
Brothers Conflict - Passion Pink (Japan),Brothers Conflict: Passion Pink,ブラザーズコンフリクト～パッションピンク～,ULJM 06065
Brothers Conflict - Passion Pink (Japan),Brothers Conflict: Passion Pink,ブラザーズコンフリクト～パッションピンク～,ULJM 06066
"Brothers in Arms - D-Day (Europe, Australia) (En,Fr,De,Es,It)",Brothers in Arms: D-Day,,ULES-00608
Brothers in Arms - D-Day (USA),Brothers in Arms: D-Day,,ULUS-10193
"Brujula Dorada, La (Spain)",La Brújula Dorada,,ULES-00954
Brunswick Pro Bowling (Europe),Brunswick Pro Bowling,,ULES-00848
Brunswick Pro Bowling (USA),Brunswick Pro Bowling,,ULUS-10283
Bubble Bobble - Magical Tower Daisakusen (Asia),Bubble Bobble: Magical Tower Daisakusen,バブルボブル マジカルタワー大作戦！！,UCAS 40097
"Bubble Bobble Evolution (Europe) (En,Fr,De,Es,It)",Bubble Bobble Evolution,,ULES-00303
Bubble Bobble Evolution (USA),Bubble Bobble Evolution,,ULUS-10143
Bullet Butlers - Juudan no Kanata (Japan),,,ULJM 05941
Bunmei Kaika - Aoiza Ibunroku (Japan),Bunmei Kaika: Aoiza Ibunroku,文明開華　葵座異聞録,ULJM 05824
Burnout Dominator (Asia),Burnout Dominator,橫衝直撞：公路霸主,ULAS 42095
Burnout Dominator (Europe),Burnout Dominator,,ULES-00750
"Burnout Dominator (Europe) (En,Fr,De,Es,It)",Burnout Dominator,,ULES-00703
Burnout Dominator (Japan),Burnout Dominator,バーンアウト　ドミネーター,ULJM 05371
Burnout Dominator (Korea),Burnout Dominator,번아웃 도미네이터,ULKS 46136
Burnout Dominator (USA),Burnout Dominator,,ULUS-10236
Burnout Legends (Asia),Burnout Legends,,ULAS 42019
"Burnout Legends (Europe) (En,Fr,De,Es,It,Nl) (v2.00)",Burnout Legends,,ULES-00125#
"Burnout Legends (Europe, Australia) (En,Fr,De,Es,It,Nl) (v1.01)",Burnout Legends,,ULES-00125
"Burnout Legends (Europe, Australia) (En,Fr,De,Es,It,Nl) (v1.01)",Burnout Legends,,ULES-00125/ANZ
Burnout Legends (Japan),Burnout Legends,バーンアウト　レジェンド,ULJM 05049
Burnout Legends (Japan) (EA Best Hits),Burnout Legends,バーンアウト　レジェンド,ULJM 05228
Burnout Legends (Korea),Burnout Legends,번아웃 레전드,ULKS 46027
"Burnout Legends (USA) (En,Fr,De,Es,It,Nl) (v1.00)",Burnout Legends,,ULUS 10025
"Burnout Legends (USA) (En,Fr,De,Es,It,Nl) (v2.00)",Burnout Legends,,ULUS 10025
"Burnout Legends (USA) (En,Fr,De,Es,It,Nl) (v2.00)",Burnout Legends,,ULUS-10025GH
Busou Shinki - Battle Masters (Japan),Busou Shinki: Battle Masters,武装神姫　バトルマスターズ,ULJM 05538
Busou Shinki - Battle Masters Mk. 2 (Japan),Busou Shinki: Battle Masters Mk. 2,武装神姫バトルマスターズＭｋ．２,ULJM 05844
"Bussola d'Oro, La (Italy)",La Bussola d'Oro,,ULES-00953
Bust-A-Move - Deluxe (USA),Bust-A-Move: Deluxe,,ULUS-10057
Bust-A-Move Ghost (Europe),Bust-A-Move Ghost,,ULES-00233
"Buzz! Brain Bender (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl)",Buzz! Brain Bender,,UCES-01157
"Buzz! Brain Bender (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl)",Buzz! Brain Bender,,UCES-01157/POR
"Buzz! Brain Bender (Scandinavia) (Sv,No,Da,Fi)",Buzz! Brain Bender,Buzz! Aivojumppa,UCES-01158
"Buzz! Brain of Oz ~ Buzz! Brain of New Zealand (Australia, New Zealand)",Buzz! Brain of Oz ~ Buzz! Brain of New Zealand,,UCES-01202
"Buzz! Brain of Switzerland (Switzerland) (Fr,De)",Buzz! Brain of Switzerland,,UCES-01208
Buzz! Brain of the UK (UK),Buzz! Brain of the UK,,UCES-01196
Buzz! Brain of the World (Europe),Buzz! Brain of the World,,UCES-01201
"Buzz! Concurso Universal (Europe) (Es,Pt)",Buzz! Concurso Universal,Buzz! Quiz World,UCES-01292/9131366
"Buzz! Danske Genier ~ Buzz! Norgesmester (Europe) (No,Da)",Buzz! Danske Genier ~ Buzz! Norgesmester,,UCES-01203
"Buzz! Das grosse Laenderquiz (Europe) (De,It)",Buzz! Das große Länderquiz,,UCES-01209
Buzz! De Slimste van Nederland (Netherlands),Buzz! De Slimste van Nederland,,UCES-01217
"Buzz! De Strafste van Belgie (Belgium) (Fr,Nl)",Buzz! De Strafste van België,Buzz! Le Plus Malin des Belges,UCES-01205
Buzz! Deutschlands Superquiz (Germany),Buzz! Deutschlands Superquiz,,UCES-01199
Buzz! Il Quizzone Nazionale (Italy),Buzz! Il Quizzone Nazionale,,UCES-01198
Buzz! Le Plus Malin des Francais (France),Buzz! Le Plus Malin des Français,,UCES-01197
Buzz! Master Quiz (Europe),Buzz! Master Quiz,,UCES-01042
"Buzz! Master Quiz (Europe) (De,It)",Buzz! Master Quiz,,UCES-01031
"Buzz! Master Quiz (Europe) (En,Pl)",Buzz! Master Quiz,,UCES-01130
"Buzz! Master Quiz (Europe) (Es,Pt)",Buzz! Master Quiz,,UCES-01032/POR
"Buzz! Master Quiz (Europe) (Fr,Nl)",Buzz! Master Quiz,,UCES-01033
"Buzz! Master Quiz (Europe) (Fr,Nl)",Buzz! Master Quiz,,UCES-01033/E
"Buzz! Master Quiz (Europe) (No,Da)",Buzz! Master Quiz,,UCES-01034
"Buzz! Master Quiz (Europe) (Sv,Fi)",Buzz! Master Quiz,,UCES-01041/9978053
"Buzz! Master Quiz (Europe) (Sv,Fi)",Buzz! Master Quiz,,UCES-01041/SWE/FIN
Buzz! Master Quiz (USA),Buzz! Master Quiz,,UCUS 98729
"Buzz! Polskie Lamiglowki ~ Buzz! Mozak Hrvatske (Europe) (Pl,Hr)",Buzz! Polskie Łamigłówki ~ Buzz! Mozak Hrvatske,,UCES-01206
Buzz! Que Sabes de tu Pais (Spain),Buzz! ¿Qué Sabes de tu País?,,UCES-01200
"Buzz! Quem e o Genio Portugues ~ Buzz! Sokrovishha nacii (Europe) (Pt,Ru)",Buzz! Quem é o Génio Português? ~ Buzz! Sokrovishha nacii,Buzz! Quem é o Génio Português? ~ Buzz! Сокровища нации,UCES-01207
"Buzz! Quem e o Genio Portugues ~ Buzz! Sokrovishha nacii (Europe) (Pt,Ru)",Buzz! Quem é o Génio Português? ~ Buzz! Sokrovishha nacii,Buzz! Quem é o Génio Português? ~ Buzz! Сокровища нации,UCES-01207/POR
Buzz! Quiz World (Australia),Buzz! Quiz World,,UCES-01293
"Buzz! Quiz World (Europe) (De,It)",Buzz! Quiz World,,UCES-01290
"Buzz! Quiz World (Europe) (El,Cs)",Buzz! Quiz World,Buzz! Παγκόσμιο Quiz / Buzz! Světový Kvíz,UCES-01297
"Buzz! Quiz World (Europe) (En,Pl)",Buzz! Quiz World,Buzz! Świat Quizów,UCES-01289
"Buzz! Quiz World (Europe) (Fr,Nl)",Buzz! Quiz World,,UCES-01291
"Buzz! Quiz World (Europe) (No,Da)",Buzz! Quiz World,,UCES-01294
"Buzz! Quiz World (Europe) (Ru,Hr)",Buzz! Quiz World,Buzz!: Мировой турнир / Buzz!: Svijet Kviza,UCES-01296
"Buzz! Quiz World (Europe) (Sv,Fi)",Buzz! Quiz World,Buzz! Visailun Maailma,UCES-01295/FIN
"Buzz! Svenska Genier ~ Buzz! Suomen Neropatti (Europe) (Sv,Fi)",Buzz! Svenska Genier ~ Buzz! Suomen Neropatti,,UCES-01204
Buzz! The Ultimate Music Quiz (Australia),Buzz! The Ultimate Music Quiz,,UCES-01452
Buzz! The Ultimate Music Quiz (Europe),Buzz! The Ultimate Music Quiz,,UCES-01445
"Buzz! The Ultimate Music Quiz (Europe) (De,It)",Buzz! The Ultimate Music Quiz,,UCES-01449
"Buzz! The Ultimate Music Quiz (Europe) (Es,Pt)",Buzz! The Ultimate Music Quiz,Buzz! O Grande Desafio Musical / Buzz! El Concurso Musical Definitivo,UCES-01451
"Buzz! The Ultimate Music Quiz (Europe) (Fr,Nl)",Buzz! The Ultimate Music Quiz,,UCES-01450
"Buzz! The Ultimate Music Quiz (Europe) (Sv,Fi)",Buzz! The Ultimate Music Quiz,Buzz! Suuri Musavisa,UCES-01454/FIN
Buzz! The Ultimate Music Quiz (Greece),Buzz! The Ultimate Music Quiz,Buzz! Το Απόλυτο Μουσικό Quiz,UCES-01485
"Buzz! The Ultimate Music Quiz (Scandinavia) (No,Da)",Buzz! The Ultimate Music Quiz,,UCES-01453
Cabela's African Safari (USA),Cabela's African Safari,,ULUS 10175
Cabela's Dangerous Hunts - Ultimate Challenge (Europe),Cabela's Dangerous Hunts: Ultimate Challenge,,ULES-00550
Cabela's Dangerous Hunts - Ultimate Challenge (USA),Cabela's Dangerous Hunts: Ultimate Challenge,,ULUS-10106
Cabela's Legendary Adventures (USA),Cabela's Legendary Adventures,,ULUS-10385
Cabela's North American Adventures (USA),Cabela's North American Adventures,,ULUS-10533
Cake Mania - Baker's Challenge (USA),Cake Mania: Baker's Challenge,,ULUS-10362
"Call of Duty - Roads to Victory (Europe) (En,Fr,Es,It)",Call of Duty: Roads to Victory,,ULES-00643
"Call of Duty - Roads to Victory (Europe) (En,Fr,Es,It)",Call of Duty: Roads to Victory,,ULES-00643/P
Call of Duty - Roads to Victory (Germany),Call of Duty: Roads to Victory,,ULES-00644
"Call of Duty - Roads to Victory (USA) (En,Ja,Fr,De,Es,It)",Call of Duty: Roads to Victory,,ULUS-10218
Capcom Classics Collection (Japan),Capcom Classics Collection,カプコン クラシックス コレクション,ULJM 05104
Capcom Classics Collection (Japan),Capcom Classics Collection,カプコン クラシックス コレクション,ULJM 05280
Capcom Classics Collection Reloaded (Europe),Capcom Classics Collection Reloaded,,ULES-00377
Capcom Classics Collection Reloaded (USA),Capcom Classics Collection Reloaded,,ULUS-10134
Capcom Classics Collection Remixed (Asia),Capcom Classics Collection Remixed,,UCAS-40199
Capcom Classics Collection Remixed (Europe),Capcom Classics Collection Remixed,,ULES-00347
Capcom Classics Collection Remixed (USA),Capcom Classics Collection Remixed,,ULUS-10097
Capcom Puzzle World (Europe),Capcom Puzzle World,,ULES-00647
Capcom Puzzle World (USA),Capcom Puzzle World,,ULUS-10217
Capcom Special Taikenban 3 in 1 (Japan),Capcom Special Taikenban 3 in 1,カプコンスペシャル 体験版 3in1,ULJM 91004
Carnage Heart EXA (Japan),Carnage Heart EXA,カルネージハートエクサ,ULJM 05698
Carnage Heart Portable (Japan),Carnage Heart Portable,カルネージハートポータブル,ULJM 05138
"Carol Vorderman's Sudoku (Europe) (En,Fr,De)",Carol Vorderman's Sudoku,,ULES-00388
"Carol Vorderman's Sudoku (USA) (En,Fr,De,Es,It)",Carol Vorderman's Sudoku,,ULUS-10126
"Cart Kings (India) (En,Hi)",Cart Kings,,UCES-01520
"Castlevania - The Dracula X Chronicles (Europe) (En,Fr,De,Es,It)",Castlevania: The Dracula X Chronicles,,ULES-00841
Castlevania - The Dracula X Chronicles (Korea),Castlevania: The Dracula X Chronicles,캐슬바니아: 더 드라큐라 엑스 클로니클,ULKS 46155
Castlevania - The Dracula X Chronicles (USA),Castlevania: The Dracula X Chronicles,,ULUS-10277
Castlevania - The Dracula X Chronicles (USA),Castlevania: The Dracula X Chronicles,,ULUS-10277GH
Chameleon (USA),Chameleon,,ULUS-10267
Championship Manager (Europe),Championship Manager,,ULES-00174
Championship Manager 2006 (Europe),Championship Manager 2006,,ULES-00330
"Championship Manager 2007 (Europe) (En,Fr,Es,It)",Championship Manager 2007,,ULES-00636
"Chandragupta - Warrior Prince (India) (En,Hi)",Chandragupta: Warrior Prince,,UCES-01559
Chaos;Head Love Chu Chu! (Japan),,,ULJM 05821
Chaos;Head Noah (Japan),,,ULJM 05692
Chase Cop - Pursuit Force (Korea),Chase Cop: Pursuit Force,체이스 캅: Pursuit Force,UCKS-45016
"Chessmaster - The Art of Learning (Europe) (En,Fr,De,Es,It,Nl)",Chessmaster: The Art of Learning,,ULES-01013
"Chessmaster - The Art of Learning (USA) (En,Fr,Es)",Chessmaster: The Art of Learning,,ULUS-10335
Chi Vuol Essere Milionario Party Edition (Italy),Chi Vuol Essere Milionario? Party Edition,,ULES-00712
Chikyuu Boueigun 2 Portable (Japan),Chikyuu Boueigun 2 Portable,地球防衛軍２　ＰＯＲＴＡＢＬＥ,ULJS 00374
Chikyuu Boueigun 2 Portable (Japan),Chikyuu Boueigun 2 Portable,地球防衛軍２　ＰＯＲＴＡＢＬＥ,ULJS 00381
"Chili Con Carnage (Europe) (En,Fr,De,Es,It)",Chili Con Carnage,,ULES-00629
"Chili Con Carnage (Europe) (En,Fr,De,Es,It)",Chili Con Carnage,,ULES-00629/0029248
Chili Con Carnage (USA),Chili Con Carnage,,ULUS-10216
Chotto Shot Edit (Japan),Chotto Shot Edit,ちょっと ショット エディット,UCJB-98012
Chou no Doku Hana no Kusari - Taishou Tsuya Koi Ibun (Japan),Chou no Doku Hana no Kusari: Taishou Tsuya Koi Ibun,蝶の毒 華の鎖 ～大正艶恋異聞～,ULJM 06343
Chronicle of Dungeon Maker (Asia),Chronicle of Dungeon Maker,クロニクルオブダンジョンメーカー,UCAS-40176
Chronicle of Dungeon Maker II (Japan),Chronicle of Dungeon Maker II,クロニクルオブダンジョンメーカーⅡ,ULJM 05294
Chrono Belt - Schwarz Oath - Ayakashibito & Bullet Butlers Crossover Disc (Japan),,,ULJM 06013
Chronostacia (Japan),Chronostacia,クロノスタシア,ULJM 06358
Chronostacia (Japan),Chronostacia,クロノスタシア,ULJM 06359
Chuumon Shiyouze! Oretachi no Sekai (Japan),Chuumon Shiyouze! Oretachi no Sekai,注文しようぜ！俺たちの世界,ULJM 05381
"CID the Dummy (Europe) (En,Fr,De,Es,It)",CID the Dummy,,ULES-01024
CID the Dummy (USA),CID the Dummy,,ULUS-10356
Clank & Ratchet - Maru Hi Mission - Ignition! (Japan) (Beta) (2008-06-24),Clank & Ratchet: Maru Hi Mission * Ignition!,クランク＆ラチェット　マル秘ミッション☆イグニッション！,UCJP-00154
Clank & Ratchet - Maruhi Mission Ignition! (Japan),Clank & Ratchet: Maruhi Mission Ignition!,クランク＆ラチェット　㊙︎ミッション☆イグニッション！,UCJS 10084
Clank & Ratchet - Maruhi Mission Ignition! (Japan),Clank & Ratchet: Maruhi Mission Ignition!,クランク＆ラチェット　㊙︎ミッション☆イグニッション！,UCJS 18034
Clannad - Hikari Mimamoru Sakamichi de - Joukan (Japan),,,ULJM 05669
Class of Heroes (USA),Class of Heroes,,ULUS-10396
Class of Heroes 2 (USA),Class of Heroes 2,,ULUS-10653
Classic Dungeon - Fuyoku no Masoujin (Japan),Classic Dungeon: Fuyoku no Masoujin,クラシックダンジョン　～扶翼の魔装陣～,ULJS 00270
Classic Dungeon X2 (Japan),,,ULJS 00364
Clock Zero - Shuuen no Ichibyou Portable (Japan),Clock Zero: Shuuen no Ichibyou Portable,CLOCK ZERO ～終焉の一秒～ Portable,ULJM 05944
Clock Zero - Shuuen no Ichibyou Portable (Japan),Clock Zero: Shuuen no Ichibyou Portable,CLOCK ZERO ～終焉の一秒～ Portable,ULJM 05945
"Cloudy with a Chance of Meatballs (Europe) (En,Fr,De,Es,It)",Cloudy with a Chance of Meatballs,,ULES-01318
"Cloudy with a Chance of Meatballs (Europe, Australia)",Cloudy with a Chance of Meatballs,,ULES-01319
Cloudy with a Chance of Meatballs (USA),Cloudy with a Chance of Meatballs,,ULUS-10444
Code Geass - Hangyaku no Lelouch - Lost Colors (Japan) (v2.00),Code Geass: Hangyaku no Lelouch: Lost Colors,コードギアス　反逆のルルーシュ　ＬＯＳＴ　ＣＯＬＯＲＳ,ULJS 00135
Code Geass - Hangyaku no Lelouch - Lost Colors (Japan) (v2.00),Code Geass: Hangyaku no Lelouch: Lost Colors,コードギアス　反逆のルルーシュ　ＬＯＳＴ　ＣＯＬＯＲＳ,ULJS 19035
"Code Lyoko - Quest for Infinity (Europe) (En,Fr,Es,It)",Code Lyoko: Quest for Infinity,,ULES-01095
"Code Lyoko - Quest for Infinity (USA) (En,It)",Code Lyoko: Quest for Infinity,,ULUS-10351
Code_18 (Japan),,,ULJM 05936
Coded Arms - Contagion (Asia),Coded Arms: Contagion,,ULAS-42099
"Coded Arms - Contagion (Europe) (En,Fr,De,Es,It)",Coded Arms: Contagion,,ULES-00718
Coded Arms - Contagion (USA),Coded Arms: Contagion,,ULUS-10184
"Coded Arms (Asia) (En,Ja)",Coded Arms,,ULAS 42009
"Coded Arms (Europe) (En,Fr,De,Es,It)",Coded Arms,,ULES-00124
"Coded Arms (Japan) (En,Ja)",Coded Arms,コーデッド アームズ,ULJM 05024
Coded Arms (USA),Coded Arms,,ULUS 10019
"Coded Gun (Korea) (En,Ja)",Coded Gun,코디드 건,ULKS 46016
"Coded Soul - Gyeseungdoeneun Idea (Korea) (Ja,Ko)",Coded Soul: Gyeseungdoeneun Idea,코디드 소울: 계승되는 이데아,UCKS 45071
Coded Soul - Uketsugareshi Idea (Japan),Coded Soul: Uketsugareshi Idea,Coded Soul: 受け継がれしイデア:,UCJS 10061
"Colin McRae - Dirt 2 (Europe) (En,Fr,De,Es,It)",Colin McRae: DiRT 2,,ULES-01301
"Colin McRae Rally 2005 Plus (Europe) (En,Fr,De,Es,It)",Colin McRae Rally 2005 Plus,,ULES-00111
