Redump_Name,Serial_1,Serial_2
"Resident Evil Zero (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-GBZP-0-EUR,
"Resident Evil Zero (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-GBZP-1-EUR,
Resident Evil Zero (USA) (Disc 1),DOL-GBZE-0-USA,
Resident Evil Zero (USA) (Disc 2),DOL-GBZE-1-USA,
"Ribbit King (Europe) (En,Fr,De,Es,It)",DOL-GKRP-EUR,
"Ribbit King (USA) (En,Es)",DOL-GKRE-0-USA,
Ribbit King Plus! (USA) (Bonus Disc),DOL-GKRE-1-USA,
Road Trip - The Arcade Edition (USA),DOL-GROE-USA,
RoadKill (USA),DOL-GOCE-USA,
RoboCop - Aratanaru Kiki (Japan),DOL-GR5J-JPN,
"Robotech - Battlecry (Europe) (En,Fr,De,Es,It)",DOL-GRBP-EUR,
Robotech - Battlecry (USA),DOL-GRBE-USA,
"Robots (Europe) (En,Fr,De,Es,It)",DOL-GZQP-EUR,
Robots (Japan),DOL-GZQJ-JPN,
Robots (USA),DOL-GZQE-USA,
Rockman EXE Transmission (Japan) (Rev 1),DOL-GREJ-JPN,
Rockman X - Command Mission (Japan),DOL-GXRJ-JPN,
"Rocky (Europe) (En,Fr,De,Es,It)",DOL-GRKP-EUR,
Rocky (USA),DOL-GRKE-USA,
"Rogue Ops (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)",DOL-GP9P-NOE,
Rogue Ops (Japan),DOL-GP9J-JPN,
Rogue Ops (USA),DOL-GP9E-USA,
"R-Racing (Europe) (En,Fr,De,Es,It)",DOL-GRJP-EUR,DOL-GRJP-NOE
R-Racing Evolution - Life in the Fast Lane (Japan),DOL-GRJJ-JPN,
R-Racing Evolution (USA),DOL-GRJE-USA,
Rune (Japan),DOL-GRNJ-JPN,
Rune (USA) (Beta) (2003-03-04),,
Rune II - Koruten no Kagi no Himitsu (Japan),DOL-GR2J-JPN,
Rune II - Koruten no Kagi no Himitsu (Japan) (Taikenban),DOL-DR2J-DIS,
"Samurai Jack - The Shadow of Aku (Europe) (En,Fr,De,Es,It)",DOL-GJCP-EUR,
Samurai Jack - The Shadow of Aku (USA),DOL-GJCE-USA,
"Scaler (USA) (En,Fr)",DOL-GKUE-USA,
Scooby-Doo! Fluch der Folianten (Germany),DOL-GC3D-NOE,
Scooby-Doo! La Nuit des 100 Frissons (France),DOL-GIHF-FRA,
Scooby-Doo! Le Livre des Tenebres (France),DOL-GC3F-FRA,
Scooby-Doo! Mystery Mayhem (Europe),DOL-GC3P-UKV,
Scooby-Doo! Mystery Mayhem (USA),DOL-GC3E-USA,
Scooby-Doo! Nacht der 100 Schrecken (Germany),DOL-GIHD-NOE,
Scooby-Doo! Night of 100 Frights (Europe),DOL-GIHP-UKV,
Scooby-Doo! Night of 100 Frights (USA),DOL-GIHE-USA,
Scooby-Doo! Night of 100 Frights (USA) (Rev 1),DOL-GIHE-USA,
"Scooby-Doo! Unmasked (Europe) (En,Fr,Es,It)",DOL-G5DP-EUR,
"Scooby-Doo! Unmasked (USA) (En,Fr)",DOL-G5DE-USA,
"Scorpion King, The - Rise of the Akkadian (Europe) (En,Fr,De,Es,It)",DOL-GSKP-EUR,
"Scorpion King, The - Rise of the Akkadian (USA)",DOL-GSKE-USA,
SD Gundam - Gashapon Wars (Japan),DOL-GGPJ-JPN,
SD Gundam - Gashapon Wars (Japan) (Taikenban),DOL-PGPJ-JPN,
SD Media Launcher for GameCube & Wii (Japan) (Unl),,
SeaWorld Adventure Parks - Shamu's Deep Sea Adventures (Europe),DOL-GJZP-EUR,
SeaWorld Adventure Parks - Shamu's Deep Sea Adventures (USA),DOL-GJZE-USA,
"Second Sight (Europe) (En,Fr,De,Es,It)",DOL-GISP-EUR,
Second Sight (USA),DOL-GISE-USA,
Sega Soccer Slam (Europe),DOL-GSSP-EUR,
Sega Soccer Slam (Japan),DOL-GSSJ-JPN,
Sega Soccer Slam (USA),DOL-GSSE-USA,
"Seigneur des Anneaux, Le - Le Retour du Roi (France)",DOL-GKLF-FRA,
"Seigneur des Anneaux, Le - Le Tiers Age (France) (Disc 1)",DOL-G3AF-0-FRA,
"Seigneur des Anneaux, Le - Le Tiers Age (France) (Disc 2)",DOL-G3AF-1-FRA,
"Seigneur des Anneaux, Le - Les Deux Tours (France)",DOL-GLOF-FRA,
"Senor de los Anillos, El - El Retorno del Rey (Spain)",DOL-GKLS-ESP,
"Senor de los Anillos, El - La Tercera Edad (Spain) (Disc 1)",DOL-G3AS-0-ESP,
"Senor de los Anillos, El - La Tercera Edad (Spain) (Disc 2)",DOL-G3AS-1-ESP,
"Senor de los Anillos, El - Las Dos Torres (Spain)",DOL-GLOS-ESP,
"Serious Sam - Next Encounter (Europe) (En,Fr,De)",DOL-G3BP-EUR,
Serious Sam - Next Encounter (USA) (Rev 1),DOL-G3BE-USA,
"Shadow the Hedgehog (Europe) (En,Ja,Fr,De,Es,It)",DOL-GUPP-EUR,
"Shadow the Hedgehog (Japan) (En,Ja,Fr,De,Es,It)",DOL-GUPJ-JPN,
"Shadow the Hedgehog (USA) (En,Ja,Fr,De,Es,It)",DOL-GUPE-USA,
Shaman King - Soul Fight (Japan) (Rev 1),DOL-GSEJ-JPN,
Shikigami no Shiro II (Japan),DOL-G2SJ-JPN,
Shinki Sekai Evolutia (Japan),DOL-GEVJ-JPN,
Shonen Jump's One Piece - Grand Adventure (USA),DOL-GOQE-USA,
Shonen Jump's One Piece - Grand Battle (USA),DOL-GOPE-USA,
Shonen Jump's One Piece - Pirates' Carnival (USA),DOL-GIPE-USA,
Shrek 2 (Europe),DOL-G3RP-UKV,
Shrek 2 (Europe) (Rev 1),DOL-G3RP-UKV,
Shrek 2 (France),DOL-G3RF-FRA,
Shrek 2 (Germany),DOL-G3RD-NOE,
Shrek 2 (Sweden),DOL-G3RM-SWE,
Shrek 2 (USA),DOL-G3RE-USA,DOL-G3RE-USA-02
"Shrek Extra Large (Europe) (En,Fr,De,Es,It)",DOL-GS9P-EUR,
Shrek Extra Large (USA),DOL-GS9E-USA,
"Shrek Super Party (Europe) (En,Fr,De,Es,It)",DOL-GSYP-EUR,
Shrek Super Party (USA),DOL-GSYE-USA,
"Signore degli Anelli, Il - Il ritorno del Re (Italy)",DOL-GKLI-ITA,
"Signore degli Anelli, Il - Le Due Torri (Italy)",DOL-GLOI-ITA,
"Simpsons, The - Hit & Run (Europe) (En,Fr,De)",DOL-GHQP-EUR,
"Simpsons, The - Hit & Run (USA)",DOL-GHQE-USA,
"Simpsons, The - Road Rage (Europe) (En,Fr,De)",DOL-GSPP-EUR,
"Simpsons, The - Road Rage (USA)",DOL-GSPE-USA,
"Sims 2, The - Pets (Europe) (En,Fr,De)",DOL-G4OP-EUR,
"Sims 2, The - Pets (USA)",DOL-G4OE-USA,
"Sims 2, The (Europe) (En,Fr,De,Nl)",DOL-G4ZP-EUR,
"Sims 2, The (USA)",DOL-G4ZE-USA,
"Sims, The - Bustin' Out (Europe) (En,Fr,De,Es,It,Nl)",DOL-G4MP-EUR,DOL-G4MP-NOE
"Sims, The - Bustin' Out (USA)",DOL-G4ME-USA,
"Sims, The (Europe) (En,Fr,De,Es,It)",DOL-GCIP-EUR,DOL-GCIP-NOE
"Sims, The (Japan)",DOL-G4PJ-JPN,
"Sims, The (USA)",DOL-GCIE-USA,
"Skies of Arcadia - Legends (Europe) (En,Fr,De,Es)",DOL-GEAP-EUR,
Skies of Arcadia - Legends (USA),DOL-GEAE-USA,
SmaBro DX Event-you Disc (Japan),DOL-D24J-DIS,
Smashing Drive (USA),DOL-GSDE-USA,
"Smuggler's Run - Warzones (Europe) (En,Fr,De,It)",DOL-GSRP-EUR,
Smuggler's Run - Warzones (USA),DOL-GSRE-USA,
"Sonic Adventure 2 - Battle (Europe) (En,Ja,Fr,De,Es)",DOL-GSNP-EUR,DOL-GSNP-EUR-01
"Sonic Adventure 2 - Battle (Japan) (En,Ja,Fr,De,Es)",DOL-GSBJ-JPN,
"Sonic Adventure 2 - Battle (USA) (En,Ja,Fr,De,Es)",DOL-GSNE-USA,
"Sonic Adventure DX - Director's Cut (Europe) (En,Ja,Fr,De,Es) (Rev 1)",DOL-GXSP-EUR,
"Sonic Adventure DX - Director's Cut (USA) (En,Ja,Fr,De,Es)",DOL-GXSE-USA,
"Sonic Adventure DX (Japan) (En,Ja,Fr,De,Es)",DOL-GASJ-JPN,
"Sonic Gems Collection (Europe) (En,Fr,De,Es,It)",DOL-G2XP-EUR,
Sonic Gems Collection (Japan),DOL-G2XJ-JPN,
Sonic Gems Collection (USA),DOL-G2XE-USA,
"Sonic Heroes (Europe) (En,Ja,Fr,De,Es,It)",DOL-G9SP-EUR,
"Sonic Heroes (Japan) (En,Ja,Fr,De,Es,It)",DOL-G9SJ-JPN,
"Sonic Heroes (USA) (En,Ja,Fr,De,Es,It)",DOL-G9SE-USA,
"Sonic Mega Collection (Europe) (En,Fr,De,Es,It)",DOL-GSOP-EUR,DOL-GSOP-EUR-01
Sonic Mega Collection (Japan),DOL-GSOJ-JPN,
Sonic Mega Collection (USA),DOL-GSOE-USA,
"Sonic Riders (Europe) (En,Ja,Fr,De,Es,It)",DOL-GXEP-EUR,
"Sonic Riders (Japan) (En,Ja,Fr,De,Es,It)",DOL-GXEJ-JPN,
"Sonic Riders (USA) (En,Ja,Fr,De,Es,It)",DOL-GXEE-USA,
"Soulcalibur II (Europe) (En,Fr,De,Es,It)",DOL-GRSP-EUR,
Soulcalibur II (Japan) (Rev 1),DOL-GRSJ-JPN,
Soulcalibur II (USA),DOL-GRSE-USA,
Soulcalibur II (USA) (Demo),DOL-DRSE-USA,
Space Raiders (Japan),DOL-GIJJ-JPN,
Space Raiders (Korea),DOL-GIJK-KOR,
Space Raiders (USA),DOL-GIJE-USA,
"Spartan - Total Warrior (Europe) (En,Es,It)",DOL-GWAP-EUR,
Spartan - Total Warrior (France),DOL-GWAF-FRA,
Spartan - Total Warrior (Germany),DOL-GWAD-NOE,
Spartan - Total Warrior (USA),DOL-GWAE-USA,
"Spawn - Armageddon (Europe) (En,Fr,De,Es,It)",DOL-GPWP-EUR,
Spawn - Armageddon (USA),DOL-GPWE-USA,
Special Jinsei Game (Japan),DOL-GLIJ-JPN,
"Speed Challenge - Jacques Villeneuve's Racing Vision (Europe) (En,Fr)",DOL-GSZP-EUR,
"Speed Kings (Europe) (En,Fr,De,Es,It)",DOL-GDCP-EUR,
Speed Kings (USA),DOL-GDCE-USA,
"Sphinx and the Cursed Mummy (Europe) (En,Fr,De,Es,It)",DOL-GXPP-EUR,DOL-GXPP-NOE
Sphinx and the Cursed Mummy (USA),DOL-GXPE-USA,
Spider-Man (Europe),DOL-GSMP-EUR,DOL-GSMP-UKV
Spider-Man (Europe) (Rev 1),DOL-GSMP-UKV,
Spider-Man (France),DOL-GSMF-FRA,
Spider-Man (Germany),DOL-GSMD-NOE,
Spider-Man (Japan),DOL-GSMJ-JPN,
Spider-Man (USA),DOL-GSME-USA,
Spider-Man (USA) (Rev 1),DOL-GSME-USA,
Spider-Man 2 (Europe),DOL-GK2P-UKV,
Spider-Man 2 (France),DOL-GK2F-FRA,
Spider-Man 2 (Germany),DOL-GK2D-NOE,
Spider-Man 2 (Italy),DOL-GK2I-ITA,
Spider-Man 2 (USA),DOL-GK2E-USA,
Spirits & Spells (USA),DOL-G2PE-USA,
"SpyHunter (Europe) (En,Fr,De,Es,It)",DOL-GSHP-EUR,
SpyHunter (USA),DOL-GSHE-USA,
"Spyro - A Hero's Tail (Europe) (En,Fr,De,Es,It,Nl)",DOL-G5SP-EUR,
Spyro - A Hero's Tail (USA),DOL-G5SE-USA,
"Spyro - Enter the Dragonfly (Europe) (En,Fr,De,Es,It,Nl)",DOL-GS8P-EUR,DOL-GS8P-EUR-01
Spyro - Enter the Dragonfly (USA),DOL-GS8E-USA,
"SRS - Street Racing Syndicate (Europe) (En,Fr,De,Es,It)",DOL-GCSP-EUR,
"SRS - Street Racing Syndicate (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GCSP-EUR,
SRS - Street Racing Syndicate (USA),DOL-GCSE-USA,
"SSX 3 (Europe) (En,Fr,De,Es)",DOL-GXBP-NOE,DOL-GXBP-UKV
SSX 3 (Japan),DOL-GXBJ-JPN,
SSX 3 (USA),DOL-GXBE-USA,
SSX on Tour (Europe),DOL-GXOP-EUR,
"SSX on Tour (Europe) (En,Fr,De)",DOL-GXOX-FRA,
SSX on Tour (USA),DOL-GXOE-USA,
SSX on Tour with Mario (Japan),DOL-GXOJ-JPN,
"SSX Tricky (Europe) (En,Fr,De)",DOL-GSTP-EUR,
SSX Tricky (Japan),DOL-GSTJ-JPN,
SSX Tricky (Japan) (Jitsuen-you Sample),DOL-DSTJ-DIS,
SSX Tricky (USA),DOL-GSTE-USA,
"Star Fox - Assault (Europe) (En,Fr,De,Es,It)",DOL-GF7P-EUR,
Star Fox - Assault (Japan),DOL-GF7J-JPN,
Star Fox - Assault (USA),DOL-GF7E-USA,
"Star Fox Adventures (Europe) (En,Fr,De,Es,It)",DOL-GSAP-EUR,
"Star Fox Adventures (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GSAP-EUR,DOL-GSAP-EUR-01
Star Fox Adventures (Japan),DOL-GSAJ-JPN,
Star Fox Adventures (Japan) (Rev 1),DOL-GSAJ-JPN,
Star Fox Adventures (USA),DOL-GSAE-USA,
Star Fox Adventures (USA) (Rev 1),DOL-GSAE-USA,
Star Wars - Bounty Hunter (Europe),DOL-GBWP-UKV,
Star Wars - Bounty Hunter (France),DOL-GBWF-FRA,
Star Wars - Bounty Hunter (Germany),DOL-GBWD-NOE,
Star Wars - Bounty Hunter (Italy),DOL-GBWI-ITA,
Star Wars - Bounty Hunter (Spain),DOL-GBWS-ESP,
Star Wars - Bounty Hunter (USA),DOL-GBWE-USA,
Star Wars - Jedi Knight II - Jedi Outcast (Europe),DOL-GJKP-EUR,DOL-GJKP-UKV
Star Wars - Jedi Knight II - Jedi Outcast (France),DOL-GJKF-FRA,
Star Wars - Jedi Knight II - Jedi Outcast (Germany),DOL-GJKD-NOE,
Star Wars - Jedi Knight II - Jedi Outcast (USA),DOL-GJKE-USA,
Star Wars - La Guerra dei Cloni (Italy),DOL-GSXI-ITA,
Star Wars - Las Guerras Clon (Spain),DOL-GSXS-ESP,
Star Wars - Rogue Squadron II - Rogue Leader (Europe),DOL-GSWP-UKV,
Star Wars - Rogue Squadron II - Rogue Leader (France),DOL-GSWF-FRA,
Star Wars - Rogue Squadron II - Rogue Leader (Germany),DOL-GSWD-NOE,
Star Wars - Rogue Squadron II - Rogue Leader (Italy),DOL-GSWI-ITA,
Star Wars - Rogue Squadron II - Rogue Leader (Spain),DOL-GSWS-ESP,
Star Wars - Rogue Squadron II - Rogue Leader (USA),DOL-GSWE-USA,
Star Wars - Rogue Squadron II (Japan),DOL-GSWJ-JPN,
Star Wars - Rogue Squadron II (Japan) (Jitsuen-you Sample),DOL-DSWJ-DIS,
"Star Wars - Rogue Squadron III - Rebel Strike (Europe) (En,Fr,De,Es,It)",DOL-GLRP-EUR,
"Star Wars - Rogue Squadron III - Rebel Strike (Europe) (En,Fr,De,Es,It) (Demo)",DOL-DLSP-EUR,
"Star Wars - Rogue Squadron III - Rebel Strike (France) (En,Fr)",DOL-GLRF-FRA,
"Star Wars - Rogue Squadron III - Rebel Strike (Germany) (En,De)",DOL-GLRD-NOE,
"Star Wars - Rogue Squadron III - Rebel Strike (USA) (En,Fr,De,Es,It)",DOL-GLRE-USA,
"Star Wars - Rogue Squadron III - Rebel Strike (USA) (En,Fr,De,Es,It) (Rev 1)",DOL-GLRE-USA,
Star Wars - Rogue Squadron III - Rebel Strike (USA) (Limited Edition Preview Disc),DOL-DLSE-USA,
Star Wars - Rogue Squadron III (Japan),DOL-GWXJ-JPN,
Star Wars - The Clone Wars (Europe),DOL-GSXP-EUR,
Star Wars - The Clone Wars (France),DOL-GSXF-FRA,
Star Wars - The Clone Wars (Germany),DOL-GSXD-NOE,
Star Wars - The Clone Wars (Japan),DOL-GSXJ-JPN,
Star Wars - The Clone Wars (USA),DOL-GSXE-USA,DOL-GSXE-USA-01
"Starsky & Hutch (Europe) (En,Fr,De,Es,It)",DOL-GT5P-EUR,
Starsky & Hutch (USA),DOL-GT5E-USA,
Street Hoops (USA),DOL-GHPE-USA,
Strike Force Bowling (USA),DOL-G5BE-USA,
"Sum of All Fears, The (Europe) (En,Fr,De,Es,It)",DOL-G3MP-EUR,
"Sum of All Fears, The (USA)",DOL-G3ME-USA,
Summoner - A Goddess Reborn (Europe),DOL-GS2P-EUR,
Summoner - A Goddess Reborn (Germany),DOL-GS2D-NOE,
Summoner - A Goddess Reborn (USA),DOL-GS2E-USA,
Summoner - La Deesse Reincarnee (France),DOL-GS2F-FRA,
Super Bubble Pop (USA),DOL-GBYE-USA,
"Super Bust-A-Move All Stars (Europe) (En,Fr,De,Es,It)",DOL-GVMP-EUR,
Super Mario Stadium - Miracle Baseball (Japan),DOL-GYQJ-JPN,
Super Mario Strikers (Japan),DOL-G4QJ-JPN,
Super Mario Strikers (USA),DOL-G4QE-USA,
"Super Mario Sunshine (Europe) (En,Fr,De,Es,It)",DOL-GMSP-EUR,DOL-GMSP-EUR-01
Super Mario Sunshine (Japan),DOL-GMSJ-JPN,
Super Mario Sunshine (Japan) (Rev 1),DOL-GMSJ-JPN,
Super Mario Sunshine (Korea),DOL-GMSE-KOR,
Super Mario Sunshine (USA),DOL-GMSE-USA,
"Super Monkey Ball (Europe) (En,Fr,De,Es,It)",DOL-GMBP-EUR,
Super Monkey Ball (Japan) (Rev 2),DOL-GMBJ-JPN,DOL-GMBJ-JPN-01
Super Monkey Ball (USA),DOL-GMBE-USA,
"Super Monkey Ball 2 (Europe) (En,Fr,De,Es,It)",DOL-GM2P-EUR,DOL-GM2P-EUR-01
Super Monkey Ball 2 (Japan),DOL-GM2J-JPN,
Super Monkey Ball 2 (Japan) (Taikenban),DOL-DM2J-DIS,
Super Monkey Ball 2 (USA),DOL-GM2E-USA,
"Super Monkey Ball Adventure (Europe) (En,Fr,De,Es,It)",DOL-G3LP-EUR,
Super Monkey Ball Adventure (USA),DOL-G3LE-USA,
Super Puzzle Bobble All Stars (Japan),DOL-G3SJ-JPN,
Super Puzzle Bobble All Stars (Korea),DOL-G3SW-KOR,
Super Robot Taisen GC (Japan),DOL-GRWJ-JPN,
"Super Smash Bros. Melee (Europe) (En,Fr,De,Es,It)",DOL-GALP-EUR,DOL-GALP-EUR-01
"Super Smash Bros. Melee (Korea) (En,Ja)",DOL-GALE-KOR,
"Super Smash Bros. Melee (USA) (En,Ja)",DOL-GALE-USA,
"Super Smash Bros. Melee (USA) (En,Ja) (Rev 1)",DOL-GALE-USA,
"Super Smash Bros. Melee (USA) (En,Ja) (Rev 2)",DOL-GALE-USA,
"Superman - Shadow of Apokolips (Europe) (En,Fr,De,Es,It)",DOL-GSUP-EUR,
Superman - Shadow of Apokolips (USA),DOL-GSUE-USA,
"Surf's Up (USA) (En,Fr,Es)",DOL-GXUE-USA,
Swingerz Golf (Korea),DOL-GWGE-KOR,
Swingerz Golf (USA),DOL-GWGE-USA,
"SX Superstar (Europe) (En,Fr,De,Es)",DOL-GS3P-EUR,
SX Superstar (USA),DOL-GS3E-USA,
Tak & Le Pouvoir de Juju (France),DOL-GJUF-FRA,
Tak and the Power of Juju (Europe),DOL-GJUP-UKV,
Tak and the Power of Juju (Korea),DOL-GJUE-KOR,
Tak and the Power of Juju (USA),DOL-GJUE-USA,
Tak und die Macht des Juju (Germany),DOL-GJUD-NOE,
Tales of Symphonia (Europe) (Disc 1),DOL-GQSP-0-UKV,
Tales of Symphonia (Europe) (Disc 2),DOL-GQSP-1-UKV,
Tales of Symphonia (France) (Disc 1),DOL-GQSF-0-FRA,
Tales of Symphonia (France) (Disc 2),DOL-GQSF-1-FRA,
Tales of Symphonia (Germany) (Disc 1),DOL-GQSD-0-NOE,
Tales of Symphonia (Germany) (Disc 2),DOL-GQSD-1-NOE,
Tales of Symphonia (Italy) (Disc 1),DOL-GQSI-0-ITA,
Tales of Symphonia (Italy) (Disc 2),DOL-GQSI-1-ITA,
Tales of Symphonia (Japan) (Disc 1),DOL-GTOJ-0-JPN,
Tales of Symphonia (Japan) (Disc 2),DOL-GTOJ-1-JPN,
Tales of Symphonia (Spain) (Disc 1),DOL-GQSS-0-ESP,
Tales of Symphonia (Spain) (Disc 2),DOL-GQSS-1-ESP,
Tales of Symphonia (USA) (Disc 1),DOL-GQSE-0-USA,
Tales of Symphonia (USA) (Disc 1) (Beta) (2004-03-30),,
Tales of Symphonia (USA) (Disc 2),DOL-GQSE-1-USA,
Tales of Symphonia (USA) (Disc 2) (Beta) (2004-03-30),,
Taxi 3 - Le Jeu (France),DOL-GXQF-FRA,
"Taz - Wanted (Europe) (En,Fr,De,Es,It)",DOL-GTWP-EUR,DOL-GTWP-EUR-01
"Taz - Wanted (USA) (En,Fr,De,Es,It)",DOL-GTWE-USA,
"Teen Titans (France) (En,Fr)",DOL-G6TP-FRA,
"Teen Titans (USA) (En,Fr)",DOL-G6TE-USA,
"Teenage Mutant Ninja Turtles (Europe) (En,Fr,De,Es,It)",DOL-GTFP-EUR,
Teenage Mutant Ninja Turtles (USA),DOL-GTFE-USA,
"Teenage Mutant Ninja Turtles 2 - Battle Nexus (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-GNIP-0-EUR,
"Teenage Mutant Ninja Turtles 2 - Battle Nexus (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-GNIP-1-EUR,
Teenage Mutant Ninja Turtles 2 - Battle Nexus (USA) (Disc 1),DOL-GNIE-0-USA,
Teenage Mutant Ninja Turtles 2 - Battle Nexus (USA) (Disc 2),DOL-GNIE-1-USA,
Teenage Mutant Ninja Turtles 3 - Mutant Nightmare (USA) (Disc 1),DOL-G3QE-0-USA,
Teenage Mutant Ninja Turtles 3 - Mutant Nightmare (USA) (Disc 2),DOL-G3QE-1-USA,
Tengai Makyou II - Manji Maru (Japan),DOL-GT2J-JPN,
"Terminator 3 - The Redemption (Europe) (En,Fr,De,Es,It)",DOL-GT6P-EUR,
Terminator 3 - The Redemption (Japan),DOL-GT6J-JPN,
Terminator 3 - The Redemption (USA),DOL-GT6E-USA,
"Tetris Worlds (Europe) (En,Fr,De)",DOL-GTRP-EUR,
Tetris Worlds (Japan),DOL-GTRJ-JPN,
Tetris Worlds (USA),DOL-GTRE-USA,
Tetris Worlds (USA) (Rev 1),DOL-GTRE-USA,
"Tierisch verrueckte Bauernhof, Der (Germany)",DOL-GYAD-NOE,
"Tiger Woods PGA Tour 06 (Europe) (En,Fr,De)",DOL-G6WP-EUR,
Tiger Woods PGA Tour 06 (USA),DOL-G6WE-USA,
Tiger Woods PGA Tour 2003 (Europe),DOL-GTIP-EUR,DOL-GTIP-UKV
Tiger Woods PGA Tour 2003 (USA),DOL-GTIE-USA,
Tiger Woods PGA Tour 2004 (Europe) (Disc 1),DOL-GW4P-0-EUR,
Tiger Woods PGA Tour 2004 (Europe) (Disc 1) (Rev 1),DOL-GW4P-0-UKV,
Tiger Woods PGA Tour 2004 (Europe) (Disc 2),DOL-GW4P-1-EUR,
Tiger Woods PGA Tour 2004 (Europe) (Disc 2) (Rev 1),DOL-GW4P-1-UKV,
Tiger Woods PGA Tour 2004 (USA) (Disc 1),DOL-GW4E-0-USA,
Tiger Woods PGA Tour 2004 (USA) (Disc 2),DOL-GW4E-1-USA,
"Tiger Woods PGA Tour 2005 (Europe) (En,Fr,De) (Disc 1)",DOL-G5TP-0-EUR,
"Tiger Woods PGA Tour 2005 (Europe) (En,Fr,De) (Disc 2)",DOL-G5TP-1-EUR,
Tiger Woods PGA Tour 2005 (USA) (Disc 1),DOL-G5TE-0-USA,
Tiger Woods PGA Tour 2005 (USA) (Disc 2),DOL-G5TE-1-USA,
TimeSplitters - Future Perfect (Europe),DOL-G3FP-UKV,
TimeSplitters - Future Perfect (France),DOL-G3FF-FRA,
TimeSplitters - Future Perfect (Germany),DOL-G3FD-NOE,
TimeSplitters - Future Perfect (USA),DOL-G3FE-USA,
TimeSplitters - Futuro Perfecto (Spain),DOL-G3FS-ESP,
"TimeSplitters 2 (Europe) (En,Fr,De,Es,It)",DOL-GTSP-EUR,
TimeSplitters 2 (Korea),DOL-GTSE-KOR,
TimeSplitters 2 (USA),DOL-GTSE-USA,
TMNT - Mutant Melee (USA),DOL-GE5E-USA,
"TMNT (Europe) (En,Fr,De,Es,It)",DOL-GYRP-EUR,
"TMNT (USA) (En,Fr,Es)",DOL-GYRE-USA,
Tom and Jerry in War of the Whiskers (USA),DOL-GTJE-USA,
"Tom Clancy's Ghost Recon (Europe) (En,Fr,Es,It)",DOL-GGRP-EUR,
Tom Clancy's Ghost Recon (Germany),DOL-GGRD-NOE,DOL-GGRD-NOE-01
Tom Clancy's Ghost Recon (USA),DOL-GGRE-USA,
"Tom Clancy's Ghost Recon 2 (Europe) (En,Fr,De,Es,It)",DOL-GGYP-EUR,
"Tom Clancy's Ghost Recon 2 (USA) (En,Fr,Es)",DOL-GGYE-USA,
"Tom Clancy's Rainbow Six - Lockdown (Europe) (En,Fr,De,Es,It)",DOL-GLQP-EUR,
Tom Clancy's Rainbow Six - Lockdown (USA),DOL-GLQE-USA,
"Tom Clancy's Rainbow Six 3 (Europe) (En,Fr,De,Es,It)",DOL-G63P-EUR,
Tom Clancy's Rainbow Six 3 (USA),DOL-G63E-USA,
"Tom Clancy's Splinter Cell - Chaos Theory (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-GCJP-0-EUR,
"Tom Clancy's Splinter Cell - Chaos Theory (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-GCJP-1-EUR,
"Tom Clancy's Splinter Cell - Chaos Theory (USA) (En,Fr,Es) (Disc 1)",DOL-GCJE-0-USA,
"Tom Clancy's Splinter Cell - Chaos Theory (USA) (En,Fr,Es) (Disc 2)",DOL-GCJE-1-USA,
"Tom Clancy's Splinter Cell - Double Agent (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-GWYX-0-EUR,
"Tom Clancy's Splinter Cell - Double Agent (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-GWYX-1-EUR,
"Tom Clancy's Splinter Cell - Double Agent (USA) (En,Fr,Es) (Disc 1)",DOL-GWYE-0-USA,
"Tom Clancy's Splinter Cell - Double Agent (USA) (En,Fr,Es) (Disc 2)",DOL-GWYE-1-USA,
Tom Clancy's Splinter Cell - Pandora Tomorrow (Europe),DOL-GT7P-UKV,
"Tom Clancy's Splinter Cell - Pandora Tomorrow (Europe) (Fr,De,Es,It)",DOL-GT7X-EUR,
Tom Clancy's Splinter Cell - Pandora Tomorrow (USA) (Rev 1),DOL-GT7E-USA,
"Tom Clancy's Splinter Cell (Europe) (En,Fr,De,Es,It)",DOL-GCEP-EUR,
"Tom Clancy's Splinter Cell (Europe) (En,Fr,De,Es,It) (Demo)",DOL-DCEP-EUR,
Tom Clancy's Splinter Cell (USA),DOL-GCEE-USA,
Tom Clancy's Splinter Cell (USA) (Rev 1),DOL-GCEE-USA,
Tonka - Rescue Patrol (USA),DOL-GTQE-USA,
"Tony Hawk's American Wasteland (Europe) (En,Fr,De,Es,It)",DOL-GH9P-EUR,
Tony Hawk's American Wasteland (USA),DOL-GWJE-USA,
Tony Hawk's Pro Skater 3 (Europe),DOL-GT3P-EUR,
Tony Hawk's Pro Skater 3 (France),DOL-GT3F-FRA,
Tony Hawk's Pro Skater 3 (Germany),DOL-GT3D-NOE,
Tony Hawk's Pro Skater 3 (Japan),DOL-GT3J-JPN,
Tony Hawk's Pro Skater 3 (USA),DOL-GT3E-USA,
