Redump_title,title,localized_title,Serial
Shin Sangoku Musou Series Collection Gekan Saikyou Data (Japan),真・三國無双シリーズコレクション 下巻 最強データ,Shin Sangoku Musou Series Collection Gekan Saikyou Data,SLPM-62751
Shin Sangoku Musou Series Collection Joukan Saikyou Data (Japan),真・三國無双シリーズコレクション 上巻 最強データ,Shin Sangoku Musou Series Collection Joukan Saikyou Data,SLPM-62715
Shin Seiki Evangelion - Ayanami Ikusei Keikaku with Asuka Hokan Keikaku (Japan),新世紀エヴァンゲリオン 綾波育成計画 with アスカ補完計画,Shinseiki Evangelion - Ayanami Ikusei Keikaku with Asuka Hokan Keikaku,SLPM-65334
Shin Seiki Evangelion - Battle Orchestra (Japan),新世紀エヴァンゲリオン バトルオーケストラ [通常版],Neon Genesis Evangelion - Battle Orchestra [Standard Edition],SLPM-66763
Shin Seiki Evangelion - Battle Orchestra (Japan),新世紀エヴァンゲリオン バトルオーケストラ [Broccoli Best Quality],Neon Genesis Evangelion - Battle Orchestra [Broccoli Best Quality],SLPM-66957
Shin Seiki Evangelion - Koutetsu no Girlfriend 2nd (Japan),新世紀エヴァンゲリオン 鋼鉄のガールフレンド2nd,Shinseiki Evangelion - Koutetsu no Girlfriend 2nd,SLPM-65867
Shin Seiki Evangelion - Koutetsu no Girlfriend 2nd (Japan),新世紀エヴァンゲリオン 鋼鉄のガールフレンド2nd [Broccoli Best Quality],Shinseiki Evangelion - Koutetsu no Girlfriend 2nd [Broccoli Best Quality],SLPM-66315
Shin Seiki Evangelion - Koutetsu no Girlfriend Tokubetsu-hen (Japan),新世紀エヴァンゲリオン 鋼鉄のガールフレンド [特別編],Shinseiki Evangelion - Koutetsu no Girlfriend [Special Edition],SLPM-66336
Shin Seiki Evangelion 2 - Evangelions (Japan),新世紀エヴァンゲリオン2,Shinseiki Evangelions 2,SLPS-25299
Shine - Kotoba o Tsumui de (Japan),SHINE ～言葉を紡いで～ [通常版],Shine - Kotoba wo Tsumuide [Standard Edition],SLPM-65120
Shine - Kotoba o Tsumui de (Japan) (Shokai Genteiban),SHINE ～言葉を紡いで～ [限定版],Shine - Kotoba wo Tsumuide [Limited Edition],SLPM-65119
Shining Force EXA (Japan),シャイニング・フォース イクサ,Shining Force EXA,SLPM-66646
Shining Force EXA (Japan),シャイニング・フォース イクサ [PlayStation2 the Best],Shining Force EXA [PlayStation2 the Best],SLPM-74260
Shining Force EXA (USA),Shining Force EXA,,SLUS-21567
Shining Force Neo (Japan),シャイニング・フォース ネオ,Shining Force Neo,SLPM-65908
Shining Force Neo (USA),Shining Force Neo,,SLUS-21206
Shining Tears (Japan),シャイニング・ティアーズ,Shining Tears,SLPM-65773
Shining Tears (Japan),シャイニング・ティアーズ [PlayStation2 the Best],Shining Tears [PlayStation2 the Best],SLPM-74218
Shining Tears (USA),Shining Tears,,SLUS-21063
Shining Wind (Japan),シャイニング・ウィンド,Shining Wind,SLPM-66671
Shining Wind (Japan),シャイニング・ウィンド [PlayStation2 the Best],Shining Wind [PlayStation2 the Best],SLPM-74261
Shinjuku no Ookami (Japan),新宿の狼,Shinjuku no Ookami,SLPS-25916
Shinki Gensou - Spectral Souls (Japan),新紀幻想 スペクトラル ソウルズ [通常版],Shinki Gensou - Spectral Souls [Standard Edition],SLPM-65391
Shinki Gensou - Spectral Souls (Japan),新紀幻想スペクトラルソウルズ [IFコレクション],Shinseiki Genso - Spectral Souls [Idea Factory Collection],SLPM-65931
Shinki Gensou - Spectral Souls (Japan) (Genteiban),新紀幻想 スペクトラル ソウルズ [限定版],Shinki Gensou - Spectral Souls [Limited Edition],SLPM-65390
Shinki Gensou - Spectral Souls II (Japan),新紀幻想 スペクトラル ソウルズⅡ [通常版],Shinki Gensou - Spectral Souls II [Standard Edition],SLPM-65861
Shinkon Gattai Godannar!! (Japan),神魂合体ゴーダンナー！！,Shinkon Gattai Godannar!!,SLPS-20380
Shinkyoku Soukai Polyphonica - 0~4-wa Full Pack (Japan),神曲奏界ポリフォニカ 0～4話フルパック,Shinkyoku Soukai Polyphonica Story 0-4 Full Pack,SLPM-66977
Shinkyoku Soukai Polyphonica - 3 & 4-wa Kanketsu-hen (Japan),神曲奏界ポリフォニカ ３&４話完結編,Shinkyoku Soukai Polyphonica Episode 3&4 Kanketsuhen,SLPM-66909
Shinkyoku Soukai Polyphonica - After School (Japan),神曲奏界ポリフォニカ アフタースクール,Shinkyoku Soukai Polyphonica - After School,SLPM-55270
Shinkyoku Soukai Polyphonica - The Black - Episode 1 & 2 CS Edition (Japan),神曲奏界ポリフォニカ THE BLACK -EPSODE 1 & 2 BOX EDITION-,Shinkyoku Soukai Polyphonica - The Black - Episode 1 & 2 Box Edition,SLPM-55095
Shinkyoku Soukai Polyphonica (Japan),神曲奏界ポリフォニカ,Shinkyoku Soukai Polyphonica,SLPM-66743
"Shinobi (Europe) (En,Fr,De,Es,It)",Shinobi,,SCES-51428
"Shinobi (Europe) (En,Fr,De,Es,It) (Demo)",Shinobi,,SCED-51601
Shinobi (Japan),忍 -Shinobi-,Shinobi,SLPM-65200
Shinobi (Japan),忍 -Shinobi- [PlayStation2 the Best],Shinobi [PlayStation2 the Best],SLPM-74415
Shinobi (Japan) (Taikenban),忍 -Shinobi- [体験版],Shinobi [Trial],SLPM-60192
Shinobi (Korea),Shinobi,,SLKA-25021
Shinobi (USA),Shinobi,,SLUS-20459
Shinobi (USA) (Demo),Shinobi [Trade Demo],,SLUS-28016
Shinobido - Imashime (Japan),忍道 戒,Shinobido - Imashime,SLPM-66091
Shinobido - Imashime (Japan),忍道 戒 [Spike the Best ],Shinobido - Imashime [Spike The Best],SLPM-66556
"Shinobido - Way of the Ninja (Europe) (En,Fr,De,Es,It)",Shinobido - Way of the Ninja,,SCES-53931
Shinobido Takumi (Japan),忍道 匠,Shinobido - Takumi,SLPM-66358
Shinseiki Yuusha Taisen (Japan),新世紀勇者大戦,Shinseiki Yuusha Taisen,SLPM-65821
Shinsengumi Gunrouden (Japan),新選組群狼伝,Shinsengumi Gunrou-den,SLPM-65823
Shinsengumi Gunrouden (Japan) (Taikenban),新選組群狼伝 [体験版],Shinsengumi Gunrou-den [Trial],SLPM-61101
Shinten Makai - Generation of Chaos IV (Japan),新天魔界 Generation of Chaos Ⅳ,Generation of Chaos 4,SLPM-65572
Shinten Makai - Generation of Chaos IV (Japan),新天魔界 Generation of Chaos Ⅳ [IFコレクション],Generation of Chaos IV [Idea Factory Collection],SLPM-66025
Shinten Makai - Generation of Chaos V (Japan),新天魔界 Generation of Chaos Ⅴ,Generation of Chaos 5,SLPM-66055
Shinten Makai - Generation of Chaos V (Japan),新天魔界 Generation of Chaos Ⅴ [IFコレクション],Shinten Makai - Generation of Chaos V [Idea Factory Collection],SLPM-66493
Shinten Makai - Generation of Chaos V (Japan) (Genteiban),新天魔界 Generation of Chaos Ⅴ [限定版],Generation of Chaos 5 [Limited Edition],SLPM-66054
Shirachuu Tankenbu (Japan),白中探検部,Shirachuu Tankenbu,SLPM-65328
Shirachuu Tankenbu (Japan),白中探検部 [TAITO BEST],Shirachuu Tankenbu [TAITO BEST],SLPM-65660
Shirogane no Soleil - Contract to the Future - Mirai e no Keiyaku (Japan),白銀のソレイユ Contract to the future 未来への契約 [通常版],Shirogane no Soleil - Contract to the Future - Mirai he no Keiyaku [Standard Edition],SLPM-55026
Shirogane no Soleil - Contract to the Future - Mirai e no Keiyaku (Japan),白銀のソレイユ Contract to the future 未来への契約 [Russel games best],Shirogane no Soleil - Contract to the Future - Mirai he no Keiyaku [Russel games best],SLPM-55201
Shirogane no Torikago - The Angels with Strange Wings (Japan),しろがねの鳥籠 [通常版],Silver Birdcage [Standard Edition],SLPM-66150
Shirogane no Torikago - The Angels with Strange Wings (Japan) (Genteiban),しろがねの鳥籠 [限定版],Silver Birdcage [Limited Edition],SLPM-66149
Shogun's Blade (Europe),Shogun's Blade,,SLES-53400
Shonen Jump's One Piece - Grand Adventure (Europe),One Piece - Grand Adventure,,SLES-54165
Shonen Jump's One Piece - Grand Adventure (USA),One Piece - Grand Adventure,,SLUS-21435
Shonen Jump's One Piece - Grand Battle (Europe),One Piece - Grand Battle,,SLES-53579
Shonen Jump's One Piece - Grand Battle (USA),One Piece - Grand Battle,,SLUS-20975
Shonen Jump's One Piece - Grand Battle (USA) (Demo),One Piece - Grand Battle [Demo],,SLUS-29159
Shonen Jump's One Piece - Pirates' Carnival (USA),One Piece - Pirates' Carnival,,SLUS-21364
"Shonen Jump's Shaman King - Power of Spirit (Europe) (En,Fr,De)",Shounen Jump's Shaman King - Power of Spirit,,SLES-53353
Shonen Jump's Shaman King - Power of Spirit (USA),Shaman King - Power of Spirit,,SLUS-20953
Shooting Love - Trizeal (Japan),シューティング ラブ。 ～TRIZEAL～,Shooting Love - Trizeal,SLPM-62726
Short Track Racing - Trading Paint (USA),Short Track Racing - Trading Paint,,SLUS-21857
Shougi World Champion - Gekisashi 2 (Japan),激指2 ～将棋ワールドチャンピオン～ [MYCOM BEST],Shougi World Champion - Gekisashi 2,SLPS-20326
Shoujo Mahou Gaku Littlewitch Romanesque - Aria to Kaya to Kuro no Tou (Japan),少女魔法学リトルウィッチロマネスク ～アリアとカヤと黒の塔～,Shoujo Mahou Gaku Little Witch Romanesque,SLPM-66633
Shoujo Yoshitsune-den (Japan),少女義経伝 [通常版],Shoujo Yoshitsune-den [Standard Edition],SLPM-65364
Shoujo Yoshitsune-den (Japan),少女義経伝 [WellMADE THE BEST],Shoujo Yoshitsune Den [WellMADE The Best],SLPM-66041
Shoujo Yoshitsune-den (Japan) (Tokubetsu-ban),少女義経伝 [特別版],Shoujo Yoshitsune-den [Special Edition],SLPM-65363
Shoujo Yoshitsune-den Ni - Toki o Koeru Chigiri (Japan) (Tokubetsu-ban),少女義経伝・弐 ～刻を超える契り～ [特別版],Shoujo Yoshitsune Den 2 [Premium Pack],SLPM-65988
Shoujo Yoshitsune-jong - Benkei no Naki Dokoro (Japan),少女義経雀 ～ 弁慶の哭きどころ,Shoujo Yoshitsune-jong - Benkei no Naki Dokoro,SLPM-62619
Shoukan Shoujo - Elemental Girl Calling (Japan),召喚少女-ElementalGirl Calling- [通常版],Shoukan Shoujo - Elemental Girl Calling [Standard Edition],SLPM-66872
"Shounen Onmyouji - Tsubasa yo Ima, Sora e Kaere (Japan)",少年陰陽師 翼よいま、天へ還れ [通常版],"Shounen Onmyouji - Tsubasa yo Ima, Ten he Kaere [Standard Edition]",SLPM-66730
"Shounen Onmyouji - Tsubasa yo Ima, Sora e Kaere (Japan) (DX Pack)",少年陰陽師 翼よいま、天へ還れ [DXパック],"Shounen Onmyouji - Tsubasa yo Ima, Ten he Kaere [Deluxe Pack]",SLPM-66729
Shouwangji - Project Altered Beast (Asia),Project Altered Beast,,SLAJ-25060
Showdown - Legends of Wrestling (Europe),Legends of Wrestling - Showdown,,SLES-52579
Showdown - Legends of Wrestling (USA),Showdown - Legends of Wrestling,,SLUS-21017
Shox - Rally Reinvented (Australia),Shox - Rally Reinvented,,SLES-51251
Shox - Rally Reinvented (Europe),Shox - Rally Reinvented,,SLES-51250
"Shox - Rally Reinvented (Europe) (En,Fr,De,Es,It,Sv,Fi)",Shox - Rally Reinvented,,SLES-51144
Shox (Korea),Rally Shox,,SLPM-64524
"Shox (USA) (En,Fr,Es)",Shox,,SLUS-20533
Shrek 2 (Europe) (v1.00),Shrek 2,,SLES-52379
Shrek 2 (Europe) (v2.00),Shrek 2,,SLES-52379
Shrek 2 (France),Shrek 2,,SLES-52380
Shrek 2 (Germany),Shrek 2,,SLES-52381
Shrek 2 (Italy),Shrek 2,,SLES-52383
Shrek 2 (Japan),シュレック2,Shrek 2,SLPM-65697
Shrek 2 (Spain),Shrek 2,,SLES-52382
Shrek 2 (Sweden),Shrek 2,,SLES-52457
Shrek Super Party (Europe),Shrek Super Party,,SLES-51382
"Shrek Super Party (Europe) (Fr,De,Es,It)",Shrek Super Party,,SLES-51462
Shrek Super Party (USA),Shrek Super Party,,SLUS-20516
Shuffle! On the Stage (Japan),シャッフル！オン・ザ・ステージ,Shuffle! On the Stage,SLPM-66134
Shuffle! On the Stage (Japan),シャッフル！オン・ザ・ステージ KADOKAWA The BEST,Shuffle! On the Stage [Kadokawa the Best],SLPM-66806
Shuffle! On the Stage (Japan) (DX Pack),SHUFFLE！ ON THE STAGE [DXパック],Shuffle! On the Stage [Deluxe Pack],SLPM-66133
Shutokou Battle 0 (Japan),首都高バトル0 [PlayStation2 the Best],Shutokou Battle 0 [PlayStation2 the Best],SLPM-74211
Shutokou Battle 0 (Japan),首都高バトル0 ,Shutokou Battle 0,SLPS-25028
Shutokou Battle 0 (Japan),首都高バトル0 [PlayStation2 the Best],Shutokou Battle 0 [PlayStation2 the Best],SLPS-73402
Shutokou Battle 0 (Japan) (Taikenban),首都高バトル0 [体験版],Shutokou Battle 0 [Trial],SLPM-60132
Shutokou Battle 01 (Japan),首都高バトル01,Shutokou Battle 01,SLPM-65308
Shutokou Battle 01 (Japan) (Taikenban),首都高バトル01 [体験版],Shutokou Battle 01 [Trial],SLPM-60206
Shuumatsu Shoujo Gensou Alicematic - Apocalypse (Japan) (Genteiban),終末少女幻想アリスマチック Apocalypse [初回限定版],Shuumatsu Shoujo Gensou Alicematic Apocalypse [First Limited Edition],SLPM-66996
Si Hun Qu (Asia),Siren,,SCAJ-30003
Si Hun Qu 2 (Asia),Siren 2,,SCAJ-20167
Sidewinder F (Japan),サイドワインダーF,Sidewinder F,SLPS-25076
Sidewinder F (Japan) (Taikenban),サイドワインダーF [体験版],Sidewinder F [Trial],PAPX-90224
Sidewinder F (Korea),Sidewinder F,,SLPM-67538
Sidewinder Max (Japan),サイドワインダーMAX,Sidewinder Max,SLPS-25018
Sidewinder Max (Japan),サイドワインダーMAX [PlayStation2 the Best],Sidewinder MAX [PlayStation2 the Best],SLPS-73407
Sidewinder Max (Japan) (Taikenban),サイドワインダーMAX [体験版],Sidewinder Max [Trial],SLPM-60128
"Sidewinder V (Japan) (En,Ja)",サイドワインダーV,Sidewinder V,SLPS-25271
"Sidewinder V (Japan) (En,Ja) (Flight Box)",サイドワインダーV フライトBOX [特別限定版],Sidewinder V [Premium Flight Box],SLPS-25255
Sidewinder V (Japan) (Taikenban),サイドワインダーV [体験版],Sidewinder V [Trial],SLPM-61054
"Signore degli Anelli, Il - Il ritorno del Re (Italy)",Il Signore degli Anelli - Il Ritorno del Re,The Lord of the Rings - The Return of the King,SLES-52021
"Signore degli Anelli, Il - La Terza Era (Italy)",Il Signore degli Anelli - La Terza Era,The Lord of the Rings - The Third Age,SLES-52804
Siksin-ui Seong (Korea),Siksin-ui Seong,,SLPM-64549
"Silent Hill - Shattered Memories (Europe) (En,Fr,De,Es,It)",Silent Hill - Shattered Memories,,SLES-55569
Silent Hill - Shattered Memories (Japan),サイレントヒル シャッタードメモリーズ,Silent Hill - Shattered Memories,SLPM-55231
"Silent Hill - Shattered Memories (USA) (En,Fr,Es)",Silent Hill - Shattered Memories,,SLUS-21899
"Silent Hill 2 - Director's Cut (Europe) (En,Fr,De,Es,It)",Silent Hill 2 - Director's Cut,,SLES-51156
"Silent Hill 2 - Saigo no Uta (Japan) (En,Ja)",サイレントヒル2 最期の詩,Silent Hill 2 - Saigo no Uta,SLPM-65098
"Silent Hill 2 - Saigo no Uta (Japan) (En,Ja)",サイレントヒル2 最期の詩 [KONAMI The BEST],Silent Hill 2 - Saigo no Uta [KONAMI The BEST],SLPM-65341
"Silent Hill 2 - Saigo no Uta (Japan) (En,Ja)",サイレントヒル2 最後の詩 [コナミ殿堂セレクション],Silent Hill 2 [KONAMI The BEST],SLPM-65631
Silent Hill 2 - Tentou Houei-you Movie-ban (Japan),サイレントヒル2 [店頭放映用ムービー版],Silent Hill 2 [Demo Movie],SLPM-61011
"Silent Hill 2 (Europe) (En,Ja,Fr,De,Es,It)",Silent Hill 2,,SLES-50382
"Silent Hill 2 (Japan) (En,Ja)",サイレントヒル2,Silent Hill 2,SLPM-65051
"Silent Hill 2 (Japan) (En,Ja) (Taikenban)",サイレントヒル2 [体験版],Silent Hill 2 [Trial],SLPM-61009
"Silent Hill 2 (Korea) (En,Fr,De,Es,It)",Silent Hill 2,,SLKA-25001
"Silent Hill 2 (USA) (En,Ja) (v1.20)",Silent Hill 2,,SLUS-20228
"Silent Hill 2 (USA) (En,Ja,Fr,De,Es,It) (v2.01)",Silent Hill 2,,SLUS-20228
"Silent Hill 3 (Europe) (En,Fr,De,Es,It)",Silent Hill 3,,SLES-51434
"Silent Hill 3 (Japan) (En,Ja,Fr,De,Es,It,Ko)",サイレントヒル3,Silent Hill 3,SLPM-65257
"Silent Hill 3 (Japan) (En,Ja,Fr,De,Es,It,Ko)",サイレントヒル3 [KONAMI The BEST],Silent Hill 3 [KONAMI The BEST],SLPM-65622
"Silent Hill 3 (Japan) (En,Ja,Fr,De,Es,It,Ko)",サイレントヒル3 [コナミ殿堂セレクション],Silent Hill 3 [KONAMI Dendou Selection],SLPM-66018
"Silent Hill 3 (Korea) (En,Ja,Fr,De,Es,It,Ko)",Silent Hill 3,,SLKA-25065
"Silent Hill 3 (USA) (En,Ja,Fr,De,Es,It,Ko)",Silent Hill 3,,SLUS-20622
"Silent Hill 4 - The Room (Europe) (En,Fr,De,Es,It)",Silent Hill 4 - The Room,,SLES-52445
"Silent Hill 4 - The Room (Japan) (En,Ja)",サイレントヒル4 ザ・ルーム [コナミ殿堂セレクション],Silent Hill 4 - The Room [KONAMI Dendou Selection],SLPM-55140
"Silent Hill 4 - The Room (Japan) (En,Ja)",サイレントヒル4 ザ・ルーム,Silent Hill 4 - The Room,SLPM-65574
"Silent Hill 4 - The Room (Japan) (En,Ja)",サイレントヒル4 ザ・ルーム [KONAMI The BEST],Silent Hill 4 [KONAMI The BEST],SLPM-66032
"Silent Hill 4 - The Room (Korea) (En,Ko)",Silent Hill 4 - The Room,,SLKA-25149
"Silent Hill 4 - The Room (USA) (En,Ja)",Silent Hill 4 - The Room,,SLUS-20873
"Silent Hill Origins (Europe) (En,Fr,De,Es,It)",Silent Hill - Origins,,SLES-55147
"Silent Hill Origins (Korea) (En,Fr,De,Es,It)",Silent Hill - Origins,,SLKA-25422
"Silent Hill Origins (USA) (En,Fr,De,Es,It)",Silent Hill - Origins,,SLUS-21731
Silent Line - Armored Core (Europe),Silent Line - Armored Core,,SLES-52203
Silent Line - Armored Core (USA),Silent Line - Armored Core,,SLUS-20644
Silent Scope (Europe) (Beta) (2000-09-13),Silent Scope,,SLES-50037
"Silent Scope (Europe) (En,Fr,De,Es,It)",Silent Scope,,SLES-50037
Silent Scope (Japan),SILENT SCOPE,Silent Scope,SLPM-62026
Silent Scope (USA),Silent Scope,,SLUS-20078
"Silent Scope 2 - Dark Silhouette (USA) (En,Ja,Es)",Silent Scope 2 - Dark Silhouette,,SLUS-20243
"Silent Scope 2 - Fatal Judgement (Europe) (En,Ja,Fr,De,Es,It)",Silent Scope 2 - Fatal Judgement,,SLES-50284
Silent Scope 2 - Innocent Sweeper (Japan),SILENT SCOPE 2 INNOCENT SWEEPER,Silent Scope 2 - Innocent Sweeper,SLPM-62085
"Silent Scope 3 (Europe) (En,Fr,De,Es,It)",Silent Scope 3,,SLES-51157
Silent Scope 3 (Japan),SILENT SCOPE 3,Silent Scope 3,SLPM-62230
"Silent Scope 3 (Korea) (En,Ko)",Silent Scope 3,,SLPM-64552
"Silent Scope 3 (USA) (En,Ja,Es)",Silent Scope 3,,SLUS-20514
Silpheed - The Lost Planet (Europe),Silpheed - The Lost Planet,,SLES-50193
Silpheed - The Lost Planet (Japan),シルフィード ザ・ロストプラネット,Silpheed - The Lost Planet,SLPM-62015
Silpheed - The Lost Planet (Japan),シルフィード・ザ・ロストプラネット [カプコレ],Silpheed - The Lost Planet,SLPM-62228
Simoun - Ibara Sensou - Fuuin no Ri Maajon (Japan),シムーン 異薔薇戦争 封印のリ・マージョン [通常版],Simoun - Shoubi Sensou - Fuuin no Remersion [Standard Edition],SLPS-25689
Simoun - Ibara Sensou - Fuuin no Ri Maajon (Japan) (Shokai Genteiban),シムーン 異薔薇戦争 封印のリ・マージョン [初回限定版],Simoun - Shoubi Sensou - Fuuin no Remersion [First Limited Edition],SLPS-25688
SimPeople - Ochanoma Gekijou (Japan),シムピープル ～お茶の間劇場～ [EA BEST HITS],Sim People [EA Best Hits],SLPM-62514
SimPeople - Ochanoma Gekijou (Japan),シムピープル お茶の間劇場,Sim People,SLPS-20078
Simple 2000 Honkaku Shikou Series Vol. 1 - The Shougi - Morita Kazurou no Shougi Shinan (Japan),SIMPLE2000本格思考シリーズ Vol.1 THE 将棋 ～森田和郎の将棋指南～,Simple 2000 Honkaku Shikou Series Vol. 1 - The Shogi,SLPM-62180
Simple 2000 Honkaku Shikou Series Vol. 2 - The Igo (Japan),SIMPLE2000本格思考シリーズ Vol.2 THE 囲碁,Simple 2000 Honkaku Shikou Series Vol. 2 - The Igo,SLPM-62179
Simple 2000 Honkaku Shikou Series Vol. 3 - The Chess (Japan),SIMPLE2000本格思考シリーズ Vol.3 THE チェス,Simple 2000 Honkaku Shikou Series Vol. 1 - The Chess,SLPM-62174
Simple 2000 Honkaku Shikou Series Vol. 4 - The Mahjong (Japan),SIMPLE2000本格思考シリーズ Vol.4 THE 麻雀,Simple 2000 Honkaku Shikou Series Vol. 4 - The Mahjong,SLPM-62198
Simple 2000 Honkaku Shikou Series Vol. 5 - The Kiryoku Kentei - Tanoshiku Manaberu Igo Nyuumon (Japan),SIMPLE2000本格思考シリーズ Vol.5 THE 棋力検定 ～楽しく学べる囲碁入門～,Simple 2000 Honkaku Shikou Series Vol. 5 - Kiryoku Kentei,SLPM-62397
"Simple 2000 Honkaku Shikou Series Vol. 6 - The Card - Blackjack, Daifugou, Draw Poker, Speed, Page One, etc. (Japan)",SIMPLE2000本格思考シリーズ Vol.6 THE カード ～ブラックジャック・大富豪・ドローポーカー・スピード・ページワン etc.～,Simple 2000 Honkaku Shikou Series Vol. 6 - The Card,SLPM-62396
