Redump_title,title,localized_title,Serial
Shadow Hearts (Japan) (Taikenban),シャドウハーツ [体験版],Shadow Hearts [Trial],SLPM-60145
Shadow Hearts (UK),Shadow Hearts,,SLES-50677
Shadow Hearts (USA),Shadow Hearts,,SLUS-20347
Shadow Hearts II - Director's Cut (Japan) (Disc 1),シャドウハーツⅡ ディレクターズカット [PlayStation2 the Best] [ディスク1/2],Shadow Hearts II [Director's Cut] [PlayStation2 the Best] [Disc 1 of 2],SLPS-73214
Shadow Hearts II - Director's Cut (Japan) (Disc 2),シャドウハーツⅡ ディレクターズカット [PlayStation2 the Best] [ディスク2/2],Shadow Hearts II [Director's Cut] [PlayStation2 the Best] [Disc 2 of 2],SLPS-73215
"Shadow Hearts II (Europe, Australia) (En,Fr,De) (Disc 1)",Shadow Hearts - Covenant [Disc 1 of 2],,SLES-82030
"Shadow Hearts II (Europe, Australia) (En,Fr,De) (Disc 2)",Shadow Hearts - Covenant [Disc 2 of 2],,SLES-82031
Shadow Hearts II (Japan) (Disc 1),シャドウハーツⅡ [通常版] [ディスク1/2],Shadow Hearts II [Standard Edition] [Disc 1 of 2],SLPS-25334
Shadow Hearts II (Japan) (Disc 1) (Gentei DX Pack),シャドウハーツⅡ [DXパック] [ディスク1/2],Shadow Hearts II [Deluxe Pack] [Disc 1 of 2],SLPS-25317
Shadow Hearts II (Japan) (Disc 2),シャドウハーツⅡ [通常版] [ディスク2/2],Shadow Hearts II [Standard Edition] [Disc 2 of 2],SLPS-25335
Shadow Hearts II (Japan) (Disc 2) (Gentei DX Pack),シャドウハーツⅡ [DXパック] [ディスク2/2],Shadow Hearts II [Deluxe Pack] [Disc 2 of 2],SLPS-25318
Shadow Hearts II (Japan) (Furokuban),シャドウハーツⅡ [ふろく版],Shadow Hearts II [Appendix Version],SLPM-60219
Shadow Hearts II (Japan) (Taikenban),シャドウハーツⅡ [体験版],Shadow Hearts II [Trial],SLPM-60214
Shadow Hearts II (Japan) (Taikenban),シャドウハーツⅡ [体験版],Shadow Hearts II [Trial],SLPM-60226
"Shadow Man - 2econd Coming (Europe) (En,Fr,Es,It)",Shadow Man - 2econd Coming,,SLES-50446
Shadow Man - 2econd Coming (Germany),Shadow Man - 2econd Coming,,SLES-50608
Shadow Man - 2econd Coming (USA),Shadow Man - 2econd Coming,,SLUS-20413
Shadow of Destiny (USA),Shadow of Destiny,,SLUS-20146
Shadow of Ganymede (Europe),Shadow of Ganymede,,SLES-53345
Shadow of Memories & Zone of the Enders - Z.O.E - Tentou Houei-you Movie-ban (Japan),Shadow of Memories / ZONE OF THE ENDERS - Z.O.E [店頭放映用ムービー版],Shadow of Memories / Zone of the Enders - Z.O.E [Shop Demonstration Movie],SLPM-61004
"Shadow of Memories (Europe) (En,Fr,De,Es,It)",Shadow of Memories,,SLES-50112
Shadow of Memories (Japan),Shadow of Memories,Shadow of Memories,SLPM-65013
Shadow of Memories (Japan) (Tentou Houei-you Movie-ban),Shadow of Memories [店頭放映用ムービー版],Shadow of Memories [Shop Demonstration Movie],SLPM-60135
"Shadow of Rome (Europe, Australia) (En,Fr,De,Es,It)",Shadow of Rome,,SLES-52950
Shadow of Rome (Japan),SHADOW OF ROME,Shadow of Rome,SLPM-65883
Shadow of Rome (Japan),SHADOW OF ROME [カプコレ],Shadow of Rome [CapColle],SLPM-66745
Shadow of Rome (Japan) (Taikenban 1),SHADOW OF ROME [体験版],Shadow of Rome [Trial],SLPM-61109
Shadow of Rome (Japan) (Taikenban 2),SHADOW OF ROME [体験版],Shadow of Rome [Trial],SLPM-61114
Shadow of Rome (USA),Shadow of Rome,,SLUS-20902
Shadow of Rome (USA) (Demo),Shadow of Rome [Demo],,SLUS-29139
"Shadow of the Colossus (Europe) (En,Fr,De,Es,It) (Beta) (2005-11-02)",Shadow of the Colossus,,SCES-53326
"Shadow of the Colossus (Europe) (En,Fr,De,Es,It) (Beta) (2005-12-12)",Shadow of the Colossus,,SCES-53326
"Shadow of the Colossus (Europe) (En,Fr,De,Es,It) (Demo)",Shadow of the Colossus [Demo],,SCED-53962
"Shadow of the Colossus (Europe, Australia) (En,Fr,De,Es,It)",Shadow of the Colossus,,SCES-53326
Shadow of the Colossus (USA),Shadow of the Colossus,,SCUS-97472
Shadow of the Colossus (USA) (Demo),Shadow of the Colossus [Demo],,SCUS-97505
"Shadow of the Colossus + Ico (Europe) (En,Fr,De,Es,It)",Shadow of the Colossus + Ico,,SCED-53990
"Shadow of Zorro, The (Europe) (En,Fr,De,Es,It)",The Shadow of Zorro,,SLES-50662
"Shadow the Hedgehog (Europe, Australia) (En,Fr,De,Es,It)",Shadow the Hedgehog,,SLES-53542
"Shadow the Hedgehog (Japan) (En,Ja,Fr,De,Es,It)",シャドウ・ザ・ヘッジホッグ,Shadow the Hedgehog,SLPM-66166
"Shadow the Hedgehog (Korea) (En,Ja,Fr,De,Es,It)",Shadow the Hedgehog,,SLKA-25335
"Shadow the Hedgehog (USA) (En,Ja,Fr,De,Es,It)",Shadow the Hedgehog,,SLUS-21261
Shadow Tower Abyss (Japan),シャドウタワー アビス,Shadow Tower Abyss,SLPS-25217
Shakugan no Shana (Japan),灼眼のシャナ,Shakugan no Shana,SLPS-25599
Shakugan no Shana (Japan),灼眼のシャナ [電撃SP],Dengeki SP - Shakugan no Shana [Dengeki SP],SLPS-25858
Shaman King - Funbari Spirits (Japan),シャーマンキング ふんばりスピリッツ,Shaman King - Funbari Spirits,SLPS-25359
Shanghai - Sangoku-pai Tougi (Japan),上海 ～三国牌闘儀～ [super value 2800],Shanghai - Sangoku Hai Tougi [Super Value 2800],SLPS-20403
Shanghai - The Four Elements (Japan),上海フォーエレメント,Shanghai - The Four Elements,SLPS-20030
Shanghai - The Four Elements (Japan) (Super Value 2800),上海フォーエレメント [super value 2800],Shanghai - The Four Elements [Super Value 2800],SLPS-20125
Shaun Palmer's Pro Snowboarder (Europe),Shaun Palmer's Pro Snowboarder,,SLES-50400
Shaun Palmer's Pro Snowboarder (Europe) (Demo),,,SLED-50626
Shaun Palmer's Pro Snowboarder (France),Shaun Palmer's Pro Snowboarder,,SLES-50401
Shaun Palmer's Pro Snowboarder (Germany),Shaun Palmer's Pro Snowboarder,,SLES-50402
Shaun Palmer's Pro Snowboarder (Japan),SHAUN PALMER'S PRO SNOWBOARDER,Shaun Palmer's Pro Snowboarder,SLPM-65198
Shaun Palmer's Pro Snowboarder (USA),Shaun Palmer's Pro Snowboarder,,SLUS-20199
"Shaun White Snowboarding (Europe, Australia) (En,Fr,De,Es,It)",Rock Band 2,,SLES-55452
Shaun White Snowboarding (USA),Shaun White Snowboarding,,SLUS-21853
ShellShock - Nam '67 (Europe),ShellShock - Nam '67,,SLES-51981
"ShellShock - Nam '67 (Europe) (Fr,Es,It)",ShellShock - Nam '67,,SLES-51982
ShellShock - Nam '67 (USA),ShellShock - Nam '67,,SLUS-20828
Shenqi Jiqi Jingjichang - Bibohou Zhongji Rezhan (Asia),Gacha Mecha Stadium - Saru Battle,,SCAJ-30005
Shepherd's Crossing (USA),Shepherd's Crossing,,SLUS-21798
Shi no Homura (Japan),紫の焔,Shi no Homura,SLPM-55053
Shi no Homura (Japan),,,SLPM-55111
Shibai Michi (Japan),しばいみち,Shibai Michi,SCPS-11030
Shibai Michi (Japan) (Doukonban),しばいみち [USBマイク同梱版],Shibai Michi [with USB Mic],SCPS-11029
"Shield, The - The Game (Europe) (En,Fr,De,Es,It)",The Shield - The Game,,SLES-54720
"Shield, The - The Game (USA)",The Shield,,SLUS-21040
Shifters (Europe),Shifters,,SLES-50644
"Shifters (Europe) (Es,It)",Shifters,,SLES-50645
"Shifters (Europe) (Fr,De)",Shifters,,SLES-50643
Shifters (USA),Shifters,,SLUS-20271
Shijou Saikyou no Deshi Ken'ichi - Gekitou! Ragnarok Hachikengou (Japan),史上最強の弟子ケンイチ 激闘！ラグナレク八拳豪,Shijou Saikyou no Deshi Kenichi - Gekitou Ragnarok Hachikengou,SLPM-66698
Shijuu Hachi (Japan),四八(仮),Shiju Hachi,SLPS-25759
Shikaku Tantei Sora no Sekai - Thousand Dreams (Japan),死角探偵 空の世界～Thousand Dreams～,Shikaku Tantei - Sora no Sekai - Thousand Dreams,SLPM-66803
Shikigami no Shiro - Nanayozuki Gensoukyoku (Japan),式神の城 七夜月幻想曲,Shikigami no Shiro - Nanayozuki Gensoukyoku,SLPM-66069
Shikigami no Shiro (Japan),式神の城,Shikigami no Shiro [Limited Edition],SLPM-62165
Shikigami no Shiro (Japan),式神の城 [TAITO The Best],Shikigami no Shiro [TAITO BEST],SLPM-62523
Shikigami no Shiro II (Japan),式神の城Ⅱ [通常版],Shikigami no Shiro II [Standard Edition],SLPM-62461
Shin Bakusou Dekotora Densetsu - Tenka Touitsu Choujou Kessen (Japan),真・爆走デコトラ伝説 ～天下統一頂上決戦～,Shin Bakusou Dekotora Densetsu - Tenkatouitsu Choujou Kessen,SLPM-65816
Shin Bakusou Dekotora Densetsu - Tenka Touitsu Choujou Kessen (Japan) (Spike the Best),真・爆走デコトラ伝説 ～天下統一頂上決戦～ [Spike the Best ],Shin Bakusou Dekotora Densetsu [Spike the Best],SLPM-66387
Shin Best Play Pro Yakyuu (Japan),新ベストプレープロ野球,New Best Play Pro Yakyuu,SLPS-20130
Shin Bokujou Monogatari - Pure - Innocent Life (Japan),新牧場物語 ピュア イノセントライフ,Shin Bokujou Monogatari - Pure Innocent Life,SLPS-25763
Shin Bokujou Monogatari - Pure - Innocent Life (Japan),新牧場物語 ピュア イノセントライフ [Best Collection],Shin Bokujou Monogatari - Pure Innocent Life [Best Collection],SLPS-25876
Shin Combat Choro Q (Japan),新コンバットチョロQ,Shin Combat Choro Q,SLPM-65105
Shin Combat Choro Q (Japan),新コンバットチョロQ [ATLUS BEST COLLECTION],New Choro Q [Atlus Best Collection],SLPM-66319
Shin Combat Choro Q (Japan) (Taikenban),新コンバットチョロQ [体験版],Shin Combat Choro Q [Trial],SLPM-61029
Shin Contra (Asia),真魂斗羅 [Asia版],Shin Contra [Asia Version],SLPM-62264
Shin Contra (Japan),真魂斗羅,Shin Contra,SLPM-62247
Shin Contra (Japan),真魂斗羅 [KONAMI The BEST],Shin Contra [KONAMI The BEST],SLPM-62361
Shin Gouketsuji Ichizoku - Bonnou Kaihou (Japan),新・豪血寺一族 -煩悩解放-,Shin Gouketuji Ichizoku - Bonnou Kaihou,SLPM-66278
Shin Hisui no Shizuku - Hiiro no Kakera 2 (Japan),真翡翠の雫 ～緋色の欠片2～,Shin Hisui no Shizuku - Hiiro no Kakera 2,SLPM-55217
Shin Koihime Musou - Otome Ryouran Sangokushi Engi (Japan),真・恋姫†夢想 ～乙女繚乱☆三国志演義～ [通常版],Shin Koihime Musou - Otome Ryouran - Sangokushi Engi [Standard Edition],SLPM-55288
"Shin Master of Monsters Final EX - Mukunaru Nageki, Tenmei no Saika (Japan)",真・マスターオブモンスターズ Final EX,Shin Master of Monsters Final EX,SLPS-25978
Shin Megami Tensei - Devil Summoner - Raidou Kuzunoha vs. the Soulless Army (Europe),Shin Megami Tensei - Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,,SLES-54629
Shin Megami Tensei - Devil Summoner - Raidou Kuzunoha vs. the Soulless Army (USA),Shin Megami Tensei - Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,,SLUS-21431
Shin Megami Tensei - Devil Summoner - Raidou Kuzunoha vs. the Soulless Army (USA) (Demo),Shin Megami Tensei - Devil Summoner [Trade Demo],,SLUS-28064
Shin Megami Tensei - Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (USA),Shin Megami Tensei - Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,,SLUS-21845
Shin Megami Tensei - Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (USA),Shin Megami Tensei - Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,,SLUS-21897
Shin Megami Tensei - Digital Devil Saga (Europe),Shin Megami Tensei - Digital Devil Saga,,SLES-53458
Shin Megami Tensei - Digital Devil Saga (USA),Shin Megami Tensei - Digital Devil Saga,,SLUS-20974
Shin Megami Tensei - Digital Devil Saga (USA) (Demo),Shin Megami Tensei - Digital Devil Saga [Trade Demo],,SLUS-28049
Shin Megami Tensei - Digital Devil Saga 2 (Europe),Shin Megami Tensei - Digital Devil Saga 2,,SLES-54555
Shin Megami Tensei - Digital Devil Saga 2 (USA),Shin Megami Tensei - Digital Devil Saga 2,,SLUS-21152
Shin Megami Tensei - Digital Devil Saga 2 (USA) (Demo),Shin Megami Tensei - Digital Devil Saga 2 [Trade Demo],,SLUS-28052
"Shin Megami Tensei - Lucifer's Call (Europe) (En,Fr,De)",Shin Megami Tensei - Lucifer's Call,,SLES-53363
Shin Megami Tensei - Nocturne (USA),Shin Megami Tensei - Nocturne,,SLUS-20911
Shin Megami Tensei - Nocturne (USA) (Demo),Shin Megami Tensei - Nocturne [Trade Demo],,SLUS-28045
Shin Megami Tensei - Persona 3 (USA),Shin Megami Tensei - Persona 3,,SLUS-21569
Shin Megami Tensei - Persona 3 (USA) (Demo),Shin Megami Tensei - Persona 3 [Trade Demo],,SLUS-28067
Shin Megami Tensei - Persona 3 FES (USA),Shin Megami Tensei - Persona 3 FES,,SLUS-21621
Shin Megami Tensei - Persona 3 FES (USA) (Demo),Shin Megami Tensei - Persona 3 FES [Trade Demo],,SLUS-28068
Shin Megami Tensei - Persona 4 (USA) (Demo),Shin Megami Tensei - Persona 4 [Trade Demo],,SLUS-28069
Shin Megami Tensei III - Nocturne (Japan) (Deluxe Pack),真・女神転生Ⅲ - NOCTURNE [デラックスパック],Shin Megami Tensei III - Nocturne [Limited Edition],SLPM-65241
Shin Megami Tensei III - Nocturne (Japan) (Tsutaya Original Version),真・女神転生Ⅲ - NOCTURNE [TSUTAYAオリジナルバージョン],Shin Megami Tensei III - Nocturne [TSUTAYA Original Version],SLPM-65259
"Shin Megami Tensei III - Nocturne (Japan, Asia)",真・女神転生Ⅲ - NOCTURNE,Shin Megami Tensei III - Nocturne,SCAJ-20015
"Shin Megami Tensei III - Nocturne (Japan, Asia)",真・女神転生Ⅲ - NOCTURNE,Shin Megami Tensei III - Nocturne,SLPM-65242
"Shin Megami Tensei III - Nocturne (Japan, Asia)",真・女神転生Ⅲ - NOCTURNE [PlayStation2 the Best],Shin Megami Tensei III - Nocturne [PlayStation2 the Best],SLPM-74205
Shin Megami Tensei III - Nocturne Maniax - Chronicle Edition (Japan),真・女神転生Ⅲ - NOCTURNE マニアクス クロニクルエディション,Shin Megami Tensei III - Nocturne Maniax Chronicle Edition,SLPM-66681
Shin Megami Tensei III - Nocturne Maniax (Japan),真・女神転生Ⅲ - NOCTURNE マニアクス,Shin Megami Tensei III - Nocturne Maniax,SLPM-65462
Shin Onimusha - Dawn of Dreams & Ookami (Japan) (Taikenban),新 鬼武者 DAWN OF DREAMS / 大神 筆はじめノ巻 [体験版],Shin Onimusha - Dawn of Dreams / Ookami [Trial],SLPM-61142
"Shin Onimusha - Dawn of Dreams (Japan) (En,Ja) (Disc 1)",新 鬼武者 DAWN OF DREAMS [ディスク1/2],Shin Onimusha - Dawn of Dreams [Disc 1 of 2],SLPM-66275
"Shin Onimusha - Dawn of Dreams (Japan) (En,Ja) (Disc 1) (PlayStation 2 the Best)",新鬼武者 DAWN OF DREAMS [PlayStation2 the Best] [ディスク1/2],Shin Onimusha - Dawn of Dreams [PlayStation2 the Best] [Disc 1 of 2],SLPM-74232
"Shin Onimusha - Dawn of Dreams (Japan) (En,Ja) (Disc 1) (PlayStation 2 the Best)",新鬼武者 [PlayStation2 the Best] [ディスク 1],Shin Onimusha - Dawn of Dreams [PlayStation 2 the Best - Reprint Disc 1],SLPM-74251
"Shin Onimusha - Dawn of Dreams (Japan) (En,Ja) (Disc 2)",新 鬼武者 DAWN OF DREAMS [ディスク2/2],Shin Onimusha - Dawn of Dreams [Disc 2 of 2],SLPM-66276
"Shin Onimusha - Dawn of Dreams (Japan) (En,Ja) (Disc 2) (PlayStation 2 the Best)",新鬼武者 DAWN OF DREAMS [PlayStation2 the Best] [ディスク2/2],Shin Onimusha - Dawn of Dreams [PlayStation2 the Best] [Disc 2 of 2],SLPM-74233
"Shin Onimusha - Dawn of Dreams (Japan) (En,Ja) (Disc 2) (PlayStation 2 the Best)",新鬼武者 [PlayStation2 the Best] [ディスク 2],Shin Onimusha - Dawn of Dreams [PlayStation 2 the Best - Reprint Disc 2],SLPM-74252
Shin Onimusha - Dawn of Dreams Saikyou Save Data (Japan),新 鬼武者 DAWN OF DREAMS [最強セーブデータ],Shin Onimusha - Dawn of Dreams [Saikyou Save Data],SLPM-68017
Shin Sangoku Musou (Japan),真・三國無双,Shin Sangoku Musou,SLPM-62005
Shin Sangoku Musou (Japan),真・三國無双,Shin Sangoku Musou,SLPM-62183
Shin Sangoku Musou (Japan),真・三國無双 [コーエー定番シリーズ],Shin Sangoku Musou [Koei Teiban Series],SLPM-62568
Shin Sangoku Musou (Japan),真・三國無双 [PlayStation2 the Best],Shin Sangoku Musou [PlayStation2 the Best],SLPM-74002
Shin Sangoku Musou (Japan) (Series Collection Joukan),真・三國無双 [真・三國無双シリーズコレクション 上巻],Shin Sangoku Musou [Shin Sangoku Musou Series Collection Joukan],SLPM-62714
Shin Sangoku Musou (Japan) (Taikenban),真・三國無双 [体験版],Shin Sangoku Musou [Trial],SLPM-60117
Shin Sangoku Musou 2 - Moushouden (Japan),真・三國無双2 猛将伝,Shin Sangoku Musou 2 - Moushouden,SLPM-65170
Shin Sangoku Musou 2 - Moushouden (Japan),真・三國無双2 猛将伝 [コーエー定番シリーズ],Shin Sangoku Musou 2 - Moushouden [Koei Selection Series],SLPM-66096
Shin Sangoku Musou 2 - Moushouden (Japan) (Series Collection Joukan),真・三國無双2 & 真・三國無双2 猛将伝 [ディスク 2] [プレミアムパック],Shin Sangoku Musou 2 & Shin Sangoku Musou 2 - [Disc 2] [Premium Pack],SLPM-65172
Shin Sangoku Musou 2 - Moushouden (Japan) (Series Collection Joukan),真・三國無双2 & 真・三國無双2 猛将伝 [ディスク 2] [コーエーメガパック],Shin Sangoku Musou 2 & Shin Sangoku Musou 2 - Moushouden [Disc 2] [Koei Mega Pack],SLPM-65264
Shin Sangoku Musou 2 - Moushouden (Japan) (Series Collection Joukan),真・三國無双2 猛将伝 [真・三國無双シリーズコレクション 上巻],Shin Sangoku Musou 2 - Moushouden [Shin Sangoku Musou Series Collection Joukan],SLPM-66304
Shin Sangoku Musou 2 & Moushouden Saikyou Data (Japan),真・三國無双2 & 猛将伝 - 最強データ,Shin Sangoku Musou 2 & Moushouden Saikyou Data,SLPM-62331
Shin Sangoku Musou 2 (Japan),真・三國無双2,Shin Sangoku Musou 2,SLPM-65053
Shin Sangoku Musou 2 (Japan),真・三國無双2,Shin Sangoku Musou 2,SLPM-65146
Shin Sangoku Musou 2 (Japan),真・三國無双2 [コーエー定番シリーズ],Shin Sangoku Musou 2 [Koei Selection Series],SLPM-66094
Shin Sangoku Musou 2 (Japan),真・三國無双2 [MEGA HITS!],Shin Sangoku Musou 2 [MEGA HITS!],SLPM-66505
Shin Sangoku Musou 2 (Japan) (Series Collection Joukan),真・三國無双2 & 真・三國無双2 猛将伝 [ディスク 1] [プレミアムパック],Shin Sangoku Musou 2 & Shin Sangoku Musou 2 - [Disc 1] [Premium Pack],SLPM-65171
Shin Sangoku Musou 2 (Japan) (Series Collection Joukan),真・三國無双2 & 真・三國無双2 猛将伝 [ディスク 1] [コーエーメガパック],Shin Sangoku Musou 2 & Shin Sangoku Musou 2 - Moushouden [Disc 1] [Koei Mega Pack],SLPM-65263
Shin Sangoku Musou 2 (Japan) (Series Collection Joukan),真・三國無双2 [真・三國無双シリーズコレクション 上巻],Shin Sangoku Musou 2 [Shin Sangoku Musou Series Collection Joukan],SLPM-66303
Shin Sangoku Musou 3 - Empires (Japan) (Premium Box),真・三國無双3 Empires & 猛将伝 [プレミアムBOX],Shin Sangoku Musou 3 - Empires [Premium Box],SLPM-65564
"Shin Sangoku Musou 3 - Empires (Japan, Asia)",Shin Sangoku Musou 3 - Empires,,SLAJ-25040
"Shin Sangoku Musou 3 - Empires (Japan, Asia)",真・三國無双3 Empires,Shin Sangoku Musou 3 - Empires,SLPM-65565
"Shin Sangoku Musou 3 - Empires (Japan, Asia)",真・三國無双3 Empires [真・三國無双シリーズコレクション 下巻],Shin Sangoku Musou 3 - Empires [Shin Sangoku Musou Series Collection Gekan],SLPM-66578
"Shin Sangoku Musou 3 - Empires (Japan, Asia)",真・三國無双3 Empires [コーエー定番シリーズ],Shin Sangoku Musou 3 - Empires [Koei Selection],SLPM-66658
"Shin Sangoku Musou 3 - Empires (Japan, Asia)",真・三國無双3 Empires [PlayStation2 the Best],Shin Sangoku Musou 3 - Empires [PlayStation2 the Best],SLPM-74219
Shin Sangoku Musou 3 - Moushouden (Japan) (Series Collection Joukan),真・三國無双3 & 真・三國無双3 猛将伝 [ディスク 2] [プレミアムパック],Shin Sangoku Musou 3 & Shin Sangoku Musou 3 - [Disc 2] [Premium Pack],SLPM-65376
Shin Sangoku Musou 3 - Moushouden (Japan) (Series Collection Joukan),真・三國無双3 猛将伝 [真・三國無双シリーズコレクション 上巻],Shin Sangoku Musou 3 - Moushouden [Shin Sangoku Musou Series Collection Joukan],SLPM-66306
Shin Sangoku Musou 3 - Moushouden (Japan) (Super Value Set),真・三國無双3 猛将伝 & 三國志VⅧ & 決戦Ⅱ [スーパーバリューセット] [真・三國無双ディスク],Shin Sangoku Musou 3 - Moushouden & Sangokusi VIII & Kessen II [Super Value Set] [Shin Sangoku Musou Disc],SLPM-65436
"Shin Sangoku Musou 3 - Moushouden (Japan, Asia)",真・三國無双3 猛将伝 [コーエー定番シリーズ],Shin Sangoku Musou 3 - Moushouden [Koei Selection],SLPM-66657
"Shin Sangoku Musou 3 - Moushouden (Japan, Asia)",Shin Sangoku Musou 3 - Moushouden,,SLAJ-25023
"Shin Sangoku Musou 3 - Moushouden (Japan, Asia)",真・三國無双3 猛将伝,Shin Sangoku Musou 3 - Moushouden,SLPM-65377
"Shin Sangoku Musou 3 - Moushouden (Japan, Asia)",真・三國無双3 猛将伝,Shin Sangoku Musou 3 - Moushouden,SLPM-65584
"Shin Sangoku Musou 3 - Moushouden (Japan, Asia)",真・三國無双3 猛将伝 [PlayStation2 the Best],Shin Sangoku Musou 3 - Moushouden [PlayStation2 the Best],SLPM-74216
Shin Sangoku Musou 3 & Moushouden Saikyou Data (Japan) (Premium Box),真・三國無双3 & 猛将伝 - 最強データ,Shin Sangoku Musou 3 & Moushouden Saikyou Data,SLPM-62498
Shin Sangoku Musou 3 & Moushouden Saikyou Data (Japan) (Super Premium Box),真・三國無双3 & 猛将伝 - 最強データ,Shin Sangoku Musou 3 & Moushouden Saikyou Data,SLPM-68012
Shin Sangoku Musou 3 (Japan) (Series Collection Joukan),真・三國無双3 & 真・三國無双3 猛将伝 [ディスク 1] [プレミアムパック],Shin Sangoku Musou 3 & Shin Sangoku Musou 3 - [Disc 1] [Premium Pack],SLPM-65375
Shin Sangoku Musou 3 (Japan) (Series Collection Joukan),真・三國無双3 [真・三國無双シリーズコレクション 上巻],Shin Sangoku Musou 3 [Shin Sangoku Musou Series Collection Joukan],SLPM-66305
Shin Sangoku Musou 3 (Japan) (Series Collection Joukan),真・三國無双3 [PlayStation2 the Best] [メガパック],Shin Sangoku Musou 3 [PlayStation2 the Best] [Mega Pack],SLPM-74217
"Shin Sangoku Musou 3 (Japan, Asia)",Shin Sangoku Musou 3,,SLAJ-25011
"Shin Sangoku Musou 3 (Japan, Asia)",真・三國無双3,Shin Sangoku Musou 3,SLPM-65248
"Shin Sangoku Musou 3 (Japan, Asia)",真・三國無双3 [コーエー定番シリーズ],Shin Sangoku Musou 3 [KOEI Selection],SLPM-66522
"Shin Sangoku Musou 3 (Japan, Asia)",真・三國無双3 [PlayStation2 the Best],Shin Sangoku Musou 3 [PlayStation2 the Best],SLPM-74215
Shin Sangoku Musou 4 - Empires (Japan),真・三國無双4 Empires,Shin Sangoku Musou 4 - Empires,SLPM-55048
Shin Sangoku Musou 4 - Empires (Japan),真・三國無双4 Empires,Shin Sangoku Musou 4 - Empires,SLPM-66343
Shin Sangoku Musou 4 - Empires (Japan),真・三國無双4 Empires [真・三國無双シリーズコレクション 下巻],Shin Sangoku Musou 4 - Empires [Shin Sangoku Musou Series Collection Gekan],SLPM-66581
Shin Sangoku Musou 4 - Empires (Japan),真・三國無双4 Empires [PlayStation2 the Best],Shin Sangoku Musou 4 - Empires [PlayStation2 the Best],SLPM-74283
Shin Sangoku Musou 4 - Empires (Japan) (Super Premium Box),真・三國無双4 Empires,Shin Sangoku Musou 4 - Empires,SLPM-66368
Shin Sangoku Musou 4 - Moushouden (Japan),真・三國無双4 猛将伝,Shin Sangoku Musou 4 - Moushouden,SLPM-66101
Shin Sangoku Musou 4 - Moushouden (Japan),真・三國無双4 猛将伝 [真・三國無双シリーズコレクション 下巻],Shin Sangoku Musou 4 - Moushouden [Shin Sangoku Musou Series Collection Gekan],SLPM-66580
Shin Sangoku Musou 4 - Moushouden (Japan),真・三國無双4 猛将伝 [PlayStation2 the Best],Shin Sangoku Musou 4 Moushouden [PlayStation2 the Best],SLPM-74250
Shin Sangoku Musou 4 - Moushouden (Japan),真・三國無双4 猛将伝 [PlayStation2 the Best],Shin Sangoku Musou 4 - Moushouden [PlayStation2 the Best],SLPM-74279
Shin Sangoku Musou 4 - Moushouden (Japan) (Super Premium Box),真・三國無双4 猛将伝,Shin Sangoku Musou 4 - Moushouden,SLPM-66369
Shin Sangoku Musou 4 & Shin Sangoku Musou 4 - Moushouden Saikyou Data (Japan),真・三國無双4 & 真・三國無双4 猛将伝 - 最強データ,Shin Sangoku Musou 4 & Shin Sangoku Musou 4 - Moushouden Saikyou Data,SLPM-62728
"Shin Sangoku Musou 4 (Japan, Asia)",Shin Sangoku Musou 4,,SLAJ-25063
"Shin Sangoku Musou 4 (Japan, Asia)",真・三國無双4,Shin Sangoku Musou 4,SLPM-65890
"Shin Sangoku Musou 4 (Japan, Asia)",真・三國無双4 [真・三國無双シリーズコレクション 下巻],Shin Sangoku Musou 4 [Shin Sangoku Musou Series Collection Gekan],SLPM-66579
"Shin Sangoku Musou 4 (Japan, Asia)",真・三國無双4 [PlayStation2 the Best],Shin Sangoku Musou 4 [PlayStation2 the Best],SLPM-74236
"Shin Sangoku Musou 4 (Japan, Asia)",,,SLPM-74272
"Shin Sangoku Musou 4 (Japan, Asia)",Shin Sangoku Musou 4 [PlayStation2 the Best],,SLAJ-25092
"Shin Sangoku Musou 5 Special (Japan, Asia) (Disc 1)",真・三國無双5 Special [ディスク 1],Shin Sangoku Musou 5 Special [Disc 1],SLAJ-25104
"Shin Sangoku Musou 5 Special (Japan, Asia) (Disc 1)",真・三國無双5 Special [ディスク 1],Shin Sangoku Musou 5 Special [Disc 1],SLPM-55082
"Shin Sangoku Musou 5 Special (Japan, Asia) (Disc 1)",真・三國無双5 Special [PlayStation2 the Best] [ディスク 1],Shin Sangoku Musou 5 Special [PlayStation2 the Best] [Disc 1],SLPM-74286
"Shin Sangoku Musou 5 Special (Japan, Asia) (Disc 2)",真・三國無双5 Special [ディスク 2],Shin Sangoku Musou 5 Special [Disc 2],SLAJ-25105
"Shin Sangoku Musou 5 Special (Japan, Asia) (Disc 2)",真・三國無双5 Special [ディスク 2],Shin Sangoku Musou 5 Special [Disc 2],SLPM-55083
"Shin Sangoku Musou 5 Special (Japan, Asia) (Disc 2)",真・三國無双5 Special [PlayStation2 the Best] [ディスク 2],Shin Sangoku Musou 5 Special [PlayStation2 the Best] [Disc 2],SLPM-74287
