Redump Name,Game Title,Product ID,Version,Hardware,Marker ID,Build Date,Disc Type,Peripherals,Region
Shingata Kururin Pa! (Japan),NEW KURURINPA,T-24202G,V1.010,SEGA SEGASATURN,SEGA TP T-242,19960628,CD-1/1,J,JT
Shining Force III - Scenario 1 - Outo no Kyoshin (Japan),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN,GS-9175,V1.006,SEGA SEGASATURN,SEGA ENTERPRISES,19971117,CD-1/1,JE,JT
Shining Force III - Scenario 1 - Outo no Kyoshin (Japan) (Rev A),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN A ver.,GS-9175,V2.005,SEGA SEGASATURN,SEGA ENTERPRISES,19980330,CD-1/1,JE,JT
Shining Force III - Scenario 2 - Nerawareta Miko (Japan),SHINING FORCE 3 SCENARIO 2      NERAWARETA MIKO,GS-9188,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19980404,CD-1/1,JE,JT
Shining Force III - Scenario 2 - Nerawareta Miko (Japan) (Rev A),SHINING FORCE 3 SCENARIO 2      NERAWARETA MIKO,GS-9188,V2.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980721,CD-1/1,JE,JT
Shining Force III - Scenario 3 - Hyouheki no Jashinguu (Japan),SHINING FORCE 3 SCENARIO 3      HYOHEKI NO      JASHINKYU,GS-9203,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980825,CD-1/1,JE,JT
Shining Force III (Europe) (R),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN for PAL ver.,MK-81383,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19980611,CD-1/1,AEJ,E
Shining Force III (USA),SHINING FORCE 3 SCENARIO 1      OHTO NO KYOSHIN for U.S. ver.,MK-81383,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980624,CD-1/1,AEJ,U
Shining Force III Premium Disc (Japan),SHINING FORCE 3 PREMIUM DISC,6106979,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19981013,CD-1/1,JE,JT
Shining the Holy Ark (Europe),SHINING THE HOLYARK,MK-81306,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19970514,CD-1/1,JE,E
Shining the Holy Ark (Japan) (1M),SHINING THE HOLYARK,T-33101G,V1.005,SEGA SEGASATURN,SEGA TP T-331,19961122,CD-1/1,JE,JT
"Shining the Holy Ark (Japan) (2M, 3M)",SHINING THE HOLYARK,T-33101G,V1.005,SEGA SEGASATURN,SEGA TP T-331,19961122,CD-1/1,JE,JT
Shining the Holy Ark (USA),SHINING THE HOLYARK,MK-81306,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19970521,CD-1/1,JE,U
Shining Wisdom (Europe),Shining Wisdom,MK-81381,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960515,CD-1/1,J,E
Shining Wisdom (Japan),SHINING WISDOM,GS-9057,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950719,CD-1/1,J,JT
Shining Wisdom (Japan) (Rev A),SHINING WISDOM,GS-9057,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950719,CD-1/1,J,JT
Shining Wisdom (USA),Shining Wisdom,T-12702H,V1.000,SEGA SEGASATURN,SEGA TP T-127,19960409,CD-1/1,J,U
Shinobi Legions (USA),SHINOBI LEGIONS,T-2301H,V1.000,SEGA SEGASATURN,SEGA TP T-23,19950802,CD-1/1,J,U
Shinobi-X - Shin Shinobi Den (Europe),SHINOBI-X,MK-81082,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950803,CD-1/1,J,E
Shinouken (Japan),SHINOHKEN,T-3113G,V1.003,SEGA SEGASATURN,SEGA TP T-31,19970221,CD-1/1,J,J
Shinpi no Sekai El-Hazard - El-Hazard - The Magnificent World for Sega Saturn (Japan) (2M),ELHAZARD,T-22202G,V1.002,SEGA SEGASATURN,SEGA TP T-222,19960627,CD-1/1,J,J
Shinrei Jusatsushi Taroumaru (Japan),TAROMARU,T-4804G,V1.004,SEGA SEGASATURN,SEGA TP T-48,19961120,CD-1/1,J,J
Shinsetsu Samurai Spirits - Bushidou Retsuden (Japan),SAMURAI SPIRITS BUSIDO RETSUDEN,T-3112G,V1.001,SEGA SEGASATURN,SEGA TP T-31,19970520,CD-1/1,J,J
Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (1M),SHINSETSU YUMEMIYAKATA,GS-9005,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941111,CD-1/1,J,JT
"Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (2A, 2B)",SHINSETSU YUMEMIYAKATA,GS-9005,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941111,CD-1/1,J,JT
Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (5M),SHINSETSU YUMEMIYAKATA,GS-9005,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941111,CD-1/1,J,JT
Shippuu Mahou Daisakusen - Kingdom-Grandprix (Japan),SIPPU MAHOU DAISAKUSEN,T-18506G,V1.300,SEGA SEGASATURN,SEGA TP T-185,19960507,CD-1/1,J,J
Shiroki Majo - Mou Hitotsu no Eiyuu Densetsu (Japan) (Disc 1),SHIROKI MAJO,T-14322G,V1.001,SEGA SEGASATURN,SEGA TP T-143,19980115,CD-1/2,J,J
Shiroki Majo - Mou Hitotsu no Eiyuu Densetsu (Japan) (Disc 2),SHIROKI MAJO,T-14322G,V1.001,SEGA SEGASATURN,SEGA TP T-143,19980115,CD-2/2,J,J
Shockwave Assault (Europe),SHOCKWAVE       ASSAULT,T-5005H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19960628,CD-1/1,JA,E
Shockwave Assault (USA),SHOCKWAVE       ASSAULT,T-5005H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19960628,CD-1/1,JA,U
Shougi Matsuri (Japan),SHOGI-MATURI,T-16502G,V1.002,SEGA SEGASATURN,SEGA TP T-165,19950707,CD-1/1,J,J
Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 1),SYOUJYOKAKUMEI  UTENA           ITUKAKAKUMEISURUMONOGATARI,GS-9182,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980421,CD-1/2,J,JT
Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 2),SYOUJYOKAKUMEI  UTENA           ITUKAKAKUMEISURUMONOGATARI,GS-9182,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19980421,CD-2/2,J,JT
Shouryuu Sangoku Engi (Japan),SYOURYUU SANGOKU ENGI,T-15009G,V1.002,SEGA SEGASATURN,SEGA TP T-150,19960611,CD-1/1,JM,J
Shunsai (Japan),SHUNSAI,T-18703G,V1.003,SEGA SEGASATURN,SEGA TP T-187,19960710,CD-1/1,J,J
Shusse Mahjong Daisettai (Japan),DAI SETTAI,T-24902G,V1.004,SEGA SEGASATURN,SEGA TP T-249,19961120,CD-1/1,J,J
Shutsudou! Miniskirt Police (Japan) (2M),MINI SC POLICE,T-30812G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19970730,CD-1/1,J,J
Sid Meier's Civilization - Shin Sekai Shichidai Bunmei (Japan),CIVILIZATION,T-2003G,V1.003,SEGA SEGASATURN,SEGA TP T-20,19970325,CD-1/1,J,J
Side Pocket 2 - Densetsu no Hustler (Japan),SIDE POCKET 2,T-1301G,V1.001,SEGA SEGASATURN,SEGA TP T-13,19950220,CD-1/1,J,J
Side Pocket 3 (Japan),SIDE POCKET 3,T-1314G,V1.000,SEGA SEGASATURN,SEGA TP T-13,19970608,CD-1/1,J,J
Silhouette Mirage (Japan),SILHOUETTEMIRAGE,T-32901G,V1.003,SEGA SEGASATURN,SEGA TP T-329,19970730,CD-1/1,J,J
Silhouette Mirage (Japan) (Rev A),SILHOUETTEMIRAGE,T-32901G,V1.100,SEGA SEGASATURN,SEGA TP T-329,19970806,CD-1/1,J,J
SimCity 2000 (Europe),SimCity2000,MK-81580,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951204,CD-1/1,J,E
SimCity 2000 (Japan) (Rev A),SimCity2000                                     SimCity2000,GS-9027,V1.041,SEGA SEGASATURN,SEGA ENTERPRISES,19950818,CD-1/1,J,J
SimCity 2000 (USA),SimCity2000                                     SimCity2000,T-12601H,V1.401,SEGA SEGASATURN,SEGA TP T-126,19950901,CD-1/1,J,U
Simulation RPG Tkool (Japan),S-RPG TCOOL,T-2106G,V1.003,SEGA SEGASATURN,SEGA TP T-21,19980728,CD-1/1,J,J
Simulation Zoo (Japan),SIMZOO FOR SEGA SATURN,T-18611G,V1.001,SEGA SEGASATURN,SEGA TP T-186,19961213,CD-1/1,JM,J
"Skeleton Warriors (Europe) (En,Fr,De,Es,It)",SKELETON WARRIORS,T-7018H-50,V1.000,SEGA SEGASATURN,SEGA TP T-70,19960522,CD-1/1,J,E
Skeleton Warriors (USA),SKELETON WARRIORS,T-13204H,V1.001,SEGA SEGASATURN,SEGA TP T-132,19960206,CD-1/1,J,U
Skull Fang - Kuuga Gaiden (Japan),SKULLFANG,T-1311G,V1.001,SEGA SEGASATURN,SEGA TP T-13,19970417,CD-1/1,J,J
Sky Target (Europe),SKY TARGET,MK-81051,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970414,CD-1/1,JAE,E
Sky Target (Japan),SKY TARGET,GS-9103,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19970329,CD-1/1,JAE,JT
Sky Target (USA),SKY TARGET,MK-81051,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19970521,CD-1/1,JAE,UT
Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (Europe),SLAM'N JAM 96,T-15902H50,V1.000,SEGA SEGASATURN,SEGA TP T-159,19960423,CD-1/1,JT,E
Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (USA),SLAM'N JAM 96,T-159028H,V1.000,SEGA SEGASATURN,SEGA TP T-159,19960416,CD-1/1,JT,U
Slam 'n Jam '96 featuring Magic & Kareem (Japan),SLAM'N JAM 96,T-159056,V1.000,SEGA SEGASATURN,SEGA TP T-159,19960423,CD-1/1,JT,J
Slayers Royal (Japan),SLAYERSROYAL,T-27903G,V1.006,SEGA SEGASATURN,SEGA TP T-279,19970630,CD-1/1,J,J
Slayers Royal 2 (Japan) (1M),SLAYERSROYAL2,T-27907G,V1.005,SEGA SEGASATURN,SEGA TP T-279,19980804,CD-1/1,J,J
Slayers Royal 2 (Japan) (2M),SLAYERSROYAL2,T-27907G,V1.005,SEGA SEGASATURN,SEGA TP T-279,19980804,CD-1/1,J,J
Snatcher (Japan),SNATCHER,T-9508G,V1.000,SEGA SEGASATURN,SEGA TP T-95,19950213,CD-1/1,J,J
Soeldnerschild (Japan),SOLDNER,GS-9155,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19970808,CD-1/1,J,J
Sokkou Seitokai - Sonic Council (Japan),SOKKO SEITOKAI,T-20611G,V1.003,SEGA SEGASATURN,SEGA TP T-206,19971213,CD-1/1,J,J
Sol Divide (Japan),SOLDIVIDE,T-14423G,V1.000,SEGA SEGASATURN,SEGA TP T-144,19980513,CD-1/1,J,J
Solar Eclipse (USA) (2S),SOLAR ECLIPSE,T-15911H,V1.000,SEGA SEGASATURN,SEGA TP T-159,19951025,CD-1/1,JT,U
Solo Crisis (Japan) (1M),Solo Crisis,T-23501G,V1.000,SEGA SEGASATURN,SEGA TP T-235,19971121,CD-1/1,J,J
Solo Crisis (Japan) (2M),Solo Crisis,T-23501G,V1.000,SEGA SEGASATURN,SEGA TP T-235,19971121,CD-1/1,J,J
Sonic 3D - Flickies' Island (Europe),Sonic 3D        Flickies Island,MK-8106250,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970106,CD-1/1,JATE,E
Sonic 3D - Flickies' Island (Japan),Sonic 3D Flickies Island,GS-9143,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19990909,CD-1/1,JE,J
Sonic 3D Blast (USA),Sonic 3D Blast,MK-81062,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961108,CD-1/1,JAE,U
Sonic Jam (Europe),SONIC JAM,MK-81079,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970718,CD-1/1,EJ,E
Sonic Jam (Japan),SONIC JAM,GS-9147,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19970602,CD-1/1,EJ,JT
Sonic Jam (Japan) (Rev A),SONIC JAM,GS-9147,V1.008,SEGA SEGASATURN,SEGA ENTERPRISES,19970703,CD-1/1,EJ,JT
Sonic Jam (USA),SONIC JAM,MK-81079,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19970715,CD-1/1,EJ,U
Sonic R (Europe),SONIC R,MK-81800,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971017,CD-1/1,JE,E
Sonic R (Japan) (1M),SONIC R,GS-9170,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19971105,CD-1/1,JE,JT
Sonic R (Japan) (2M),SONIC R,GS-9170,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19971105,CD-1/1,JE,JT
"Sonic R (USA, Brazil)",SONIC R,MK-81800,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971027,CD-1/1,JE,U
Sonic Wings Special (Japan),SONIC WINGS SPECIAL,T-26402G,V1.001,SEGA SEGASATURN,SEGA TP T-264,19960520,CD-1/1,J,J
Sorvice (Japan),SORVICE,T-16609G,V1.007,SEGA SEGASATURN,SEGA TP T-166,19980820,CD-1/1,J,J
Sotsugyou - Graduation S (Japan),SOTSUGYO S,T-20103G,V1.001,SEGA SEGASATURN,SEGA TP T-201,19970802,CD-1/1,J,J
Sotsugyou Album (Japan),SOTSUGYO ALBUM,T-10504G,V1.002,SEGA SEGASATURN,SEGA TP T-105,19971125,CD-1/1,J,J
Sotsugyou Crossworld (Japan),SOTSUGYO CROSSWORLD,T-10503G,V1.002,SEGA SEGASATURN,SEGA TP T-105,19970218,CD-1/1,J,J
Sotsugyou II - Neo Generation (Japan) (1M),SOTSUGYOU2,T-5301G,V1.000,SEGA SEGASATURN,SEGA TP T-53,19950710,CD-1/1,J,J
Sotsugyou II - Neo Generation (Japan) (2M),SOTSUGYOU2,T-5301G,V1.000,SEGA SEGASATURN,SEGA TP T-53,19950710,CD-1/1,J,J
Sotsugyou III - Wedding Bell (Japan),SOTSUGYO 3,T-10505G,V1.003,SEGA SEGASATURN,SEGA TP T-105,19980302,CD-1/1,J,J
Soukuu no Tsubasa - Gotha World (Japan) (Disc 1),SOUKUU NO TUBASA,T-2205G,V1.000,SEGA SEGASATURN,SEGA TP T-22,19970824,CD-1/2,J,J
Soukuu no Tsubasa - Gotha World (Japan) (Disc 2),SOUKUU NO TUBASA,T-2205G,V1.000,SEGA SEGASATURN,SEGA TP T-22,19970824,CD-2/2,J,J
Soukyuu Gurentai - Otokuyou (Japan),SOUKYU GURENTAI OTOKUYOU,T-10626G,V1.000,SEGA SEGASATURN,SEGA TP T-106,19971030,CD-1/1,JAE,J
Soukyuu Gurentai (Japan),SOUKYU GURENTAI,T-10616G,V1.003,SEGA SEGASATURN,SEGA TP T-106,19970113,CD-1/1,JAET,J
Soukyuu Gurentai (Japan) (Rev A),SOUKYU GURENTAI,T-10616G,V2.000,SEGA SEGASATURN,SEGA TP T-106,19970128,CD-1/1,JAET,J
Sound Novel Machi (Japan) (Disc 1) (10.11-10.13 Incl.) (1M),MACHI,T-34001G,V1.001,SEGA SEGASATURN,SEGA TP T-340,19971212,CD-1/2,J,J
Sound Novel Machi (Japan) (Disc 2) (10.13-10.15 Incl.) (1M),MACHI,T-34001G,V1.001,SEGA SEGASATURN,SEGA TP T-340,19971212,CD-2/2,J,J
Sound Novel Machi (Japan) (Disc 2) (10.13-10.15 Incl.) (2M),MACHI,T-34001G,V1.001,SEGA SEGASATURN,SEGA TP T-340,19971212,CD-2/2,J,J
Sound Novel Tkool 2 (Japan),SN-TCOOL,T-2108G,V1.003,SEGA SEGASATURN,SEGA TP T-21,19971104,CD-1/1,JMK,J
Sound Qube (Japan),SOUND QUBE,T-4318G,V1.001,SEGA SEGASATURN,SEGA TP T-43,19980226,CD-1/1,J,J
Soviet Strike (Europe),SOVIET STRIKE,T-5013H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970109,CD-1/1,JEA,E
Soviet Strike (France),SOVIET STRIKE,T-5013H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970109,CD-1/1,JEA,E
Soviet Strike (Germany),SOVIET STRIKE,T-5013H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970110,CD-1/1,JEA,E
Soviet Strike (Japan),SOVIET STRIKE,T-10621G,V1.000,SEGA SEGASATURN,SEGA TP T-106,19970708,CD-1/1,JEA,J
Soviet Strike (USA),SOVIET STRIKE,T-5013H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970109,CD-1/1,JEA,U
Space Hulk - Vengeance of the Blood Angels (Europe),SPACE HULK,T-5007H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19960710,CD-1/1,JT,E
Space Hulk - Vengeance of the Blood Angels (USA),SPACE HULK,T-5007H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19960710,CD-1/1,JT,U
Space Invaders (Japan),SPACE INVADERS,T-1107G,V1.001,SEGA SEGASATURN,SEGA TP T-11,19961024,CD-1/1,J,JT
Space Jam (Europe),SPACE JAM,T-8125H-50,V1.001,SEGA SEGASATURN,SEGA TP T-81,19961122,CD-1/1,JT,E
Space Jam (Japan),SPACE JAM,T-8119G,V1.000,SEGA SEGASATURN,SEGA TP T-81,19961202,CD-1/1,JT,J
Space Jam (USA),SPACE JAM,T-8125H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19961027,CD-1/1,JT,U
Special Disc with SegaSaturn Internet 2 (Japan),SPECIAL DISC WITH SEGASATURN INTERNET 2                                                            Aplix SP lib.,T-31303G,V1.020,SEGA SEGASATURN,SEGA TP T-313,19970328,CD-1/1,JDKM,J
Spot Goes to Hollywood (Europe),SPOT GOES TO HOLLYWOOD,T-7001H-50,V1.400,SEGA SEGASATURN,SEGA TP T-70,19961206,CD-1/1,J,E
Spot Goes to Hollywood (Japan),SPOT GOES TO HOLLYWOOD,T-7014G,V1.000,SEGA SEGASATURN,SEGA TP T-70,19961107,CD-1/1,J,JT
Spot Goes to Hollywood (USA),SPOT GOES TO HOLLYWOOD,T-7001H,V1.000,SEGA SEGASATURN,SEGA TP T-70,19961211,CD-1/1,J,U
Stakes Winner - GI Kanzen Seiha e no Michi (Japan),STAKES WINNER SS,T-3107G,V0.108,SEGA SEGASATURN,SEGA TP T-31,19961106,CD-1/1,J,J
Stakes Winner 2 - Saikyouba Densetsu (Japan),STAKES WINNER2,T-3115G,V1.006,SEGA SEGASATURN,SEGA TP T-31,19970330,CD-1/1,J,J
Standby Say You! (Japan),STAND BY SAY YOU,T-4309G,V1.001,SEGA SEGASATURN,SEGA TP T-43,19970207,CD-1/1,J,J
"Star Bowling Vol. 2, The (Japan) (Disc 1)",THE STAR BOWLING2,T-21805G,V1.000,SEGA SEGASATURN,SEGA TP T-218,19971018,CD-1/2,J,J
"Star Bowling Vol. 2, The (Japan) (Disc 2)",THE STAR BOWLING2,T-21805G,V1.000,SEGA SEGASATURN,SEGA TP T-218,19971018,CD-2/2,J,J
"Star Bowling, The (Japan) (Disc 1)",THE STAR BOWLING,T-21804G,V1.001,SEGA SEGASATURN,SEGA TP T-218,19970822,CD-1/2,J,J
"Star Bowling, The (Japan) (Disc 2)",THE STAR BOWLING,T-21804G,V1.001,SEGA SEGASATURN,SEGA TP T-218,19970822,CD-2/2,J,J
Star Fighter (USA),STAR FIGHTER,T-8135H,V1.001,SEGA SEGASATURN,SEGA TP T-81,19960821,CD-1/1,J,U
"StarFighter 3000 (Europe) (En,Fr,De,Es,It)",STARFIGHTER 3000,T-29701H,V1.000,SEGA SEGASATURN,SEGA TP T-297,19960901,CD-1/1,JAT,E
StarFighter 3000 (Japan),STARFIGHTER 3000,T-15012G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19960901,CD-1/1,JATE,J
Steamgear Mash (Japan) (1M),STEAMGEAR MASH,T-10301G,V1.000,SEGA SEGASATURN,SEGA TP T-103,19950824,CD-1/1,J,J
Steamgear Mash (Japan) (2M),STEAMGEAR MASH,T-10301G,V1.000,SEGA SEGASATURN,SEGA TP T-103,19950824,CD-1/1,J,J
Steam-Heart's (Japan),SS STEAM-HEART'S,T-32502G,V1.001,SEGA SEGASATURN,SEGA TP T-325,19980618,CD-1/1,J,J
Steep Slope Sliders (Europe),STEEP SLOPE SLIDERS,MK-81128,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971111,CD-1/1,J,E
Steep Slope Sliders (Japan),STEEP SLOPE SLIDERS,T-9112G,V1.000,SEGA SEGASATURN,SEGA TP T-91,19970904,CD-1/1,J,J
Steep Slope Sliders (USA),STEEP SLOPE SLIDERS,MK-81128,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971024,CD-1/1,J,U
Stellar Assault SS (Japan),STELLAR ASSAULT SS,T-4403G,V1.001,SEGA SEGASATURN,SEGA TP T-44,19980107,CD-1/1,J,J
"Story of Thor 2, The (Europe)",THE STORY OF      THOR 2,MK-81302,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960618,CD-1/1,J,E
Strahl - Himerareshi Nanatsu no Hikari (Japan),STRAHL,T-20501G,V1.004,SEGA SEGASATURN,SEGA TP T-205,19951021,CD-1/1,J,JT
Street Fighter - Real Battle on Film (Japan) (2M),STREETFIGHTER REALBATTLE ON FILM,T-1201G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19950702,CD-1/1,J,J
Street Fighter - Real Battle on Film (Japan) (3M),STREETFIGHTER REALBATTLE ON FILM,T-1201G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19950702,CD-1/1,J,J
Street Fighter - Real Battle on Film (Japan) (4M),STREETFIGHTER REALBATTLE ON FILM,T-1201G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19950702,CD-1/1,J,J
Street Fighter - The Movie (Europe) (2S),STREETFIGHTER THE MOVIE,T-8105H-50,V1.001,SEGA SEGASATURN,SEGA TP T-81,19950718,CD-1/1,J,E
Street Fighter - The Movie (Europe) (4S),STREETFIGHTER THE MOVIE,T-8105H-50,V1.001,SEGA SEGASATURN,SEGA TP T-81,19950718,CD-1/1,J,E
Street Fighter - The Movie (USA),STREETFIGHTER THE MOVIE,T-8105H,V1.003,SEGA SEGASATURN,SEGA TP T-81,19950711,CD-1/1,J,U
Street Fighter Alpha - Warriors' Dreams (Europe),STREET FIGHTER  ALPHA           WARRIORS' DREAMS,T-7008H-50,V1.001,SEGA SEGASATURN,SEGA TP T-70,19960321,CD-1/1,JA,E
Street Fighter Alpha - Warriors' Dreams (USA),STREET FIGHTER  ALPHA           WARRIORS' DREAMS,T-1206H,V1.000,SEGA SEGASATURN,SEGA TP T-12,19951222,CD-1/1,JA,U
Street Fighter Alpha 2 (Europe),STREET FIGHTER  ALPHA 2 (SEGA SATURN),T-7026H-50,V1.001,SEGA SEGASATURN,SEGA TP T-70,19961002,CD-1/1,J,E
Street Fighter Alpha 2 (USA),STREET FIGHTER  ALPHA 2 (SEGA SATURN),T-1213H,V1.000,SEGA SEGASATURN,SEGA TP T-12,19960906,CD-1/1,JA,U
Street Fighter Collection (Europe) (Disc 1) (R),STREET FIGHTER COLLECTION,T-7033H-50,V1.000,SEGA SEGASATURN,SEGA TP T-70,19971015,CD-1/2,J,E
Street Fighter Collection (Europe) (Disc 2) (R),STREET FIGHTER COLLECTION,T-7033H-50,V1.000,SEGA SEGASATURN,SEGA TP T-70,19980310,CD-2/2,J,E
Street Fighter Collection (Japan) (Disc 1),STREET FIGHTER COLLECTION,T-1223G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19970807,CD-1/2,J,J
Street Fighter Collection (Japan) (Disc 2),STREET FIGHTER COLLECTION,T-1223G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19970805,CD-2/2,J,J
Street Fighter Collection (USA) (Disc 1),STREET FIGHTER COLLECTION,T-1222H,V1.000,SEGA SEGASATURN,SEGA TP T-12,19971001,CD-1/2,J,U
Street Fighter Collection (USA) (Disc 2),STREET FIGHTER COLLECTION,T-1222H,V1.000,SEGA SEGASATURN,SEGA TP T-12,19971001,CD-2/2,J,U
Street Fighter II Movie (Japan) (Disc 1),STREET FIGHTER2 MOVIE,T-1204G,V1.003,SEGA SEGASATURN,SEGA TP T-12,19960123,CD-1/2,J,J
Street Fighter II Movie (Japan) (Disc 2),STREET FIGHTER2 MOVIE,T-1204G,V1.003,SEGA SEGASATURN,SEGA TP T-12,19960123,CD-2/2,J,J
Street Fighter Zero (Japan) (1M),STREET FIGHTER  ZERO,T-1206G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19951213,CD-1/1,J,J
Street Fighter Zero (Japan) (2M),STREET FIGHTER  ZERO,T-1206G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19951213,CD-1/1,J,J
Street Fighter Zero (Japan) (Rev A) (10M),STREET FIGHTER  ZERO,T-1206G,V1.003,SEGA SEGASATURN,SEGA TP T-12,19960116,CD-1/1,J,J
Street Fighter Zero 2 (Japan),STREET FIGHTER  ZERO 2 (SEGA SA TURN),T-1212G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19960818,CD-1/1,J,JT
Street Fighter Zero 2' (Japan),STREET FIGHTER ZERO2 DASH,T-1244G,V1.000,SEGA SEGASATURN,SEGA TP T-12,19980916,CD-1/1,J,J
Street Fighter Zero 3 (Japan),STREET FIGHTER ZERO3,T-1246G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19990624,CD-1/1,JW,J
Street Racer (Europe),STREET RACER,T-17702H,V1.000,SEGA SEGASATURN,SEGA TP T-177,19961021,CD-1/1,JT,E
Street Racer Extra (Japan),STREET RACER,T-17702G,V1.000,SEGA SEGASATURN,SEGA TP T-177,19960915,CD-1/1,JT,J
"Striker 96 (Europe) (En,Fr,De,Es,It)",STRIKER 96,T-8133H-50,V1.001,SEGA SEGASATURN,SEGA TP T-81,19960523,CD-1/1,JT,E
"Striker 96 (Japan) (En,Fr,De,Es,It)",STRIKER 96,T-8114G,V1.002,SEGA SEGASATURN,SEGA TP T-81,19960709,CD-1/1,JT,J
Striker 96 (USA),STRIKER 96,T-8133H,V1.002,SEGA SEGASATURN,SEGA TP T-81,19960502,CD-1/1,JT,U
Strikers 1945 (Japan),STRIKERS 1945   ｽﾄﾗｲｶｰｽﾞ 1945,T-14407G,V1.01J,SEGA SEGASATURN,SEGA TP T-144,19960507,CD-1/1,J,J
Strikers 1945 II (Japan),STRIKERS1945 2,T-20402G,V1.002,SEGA SEGASATURN,SEGA TP T-204,19980910,CD-1/1,J,J
Suchie-Pai Adventure - Doki Doki Nightmare (Japan) (Disc 1),THE THROBBING NIGHTMARE,T-5713G,V1.003,SEGA SEGASATURN,SEGA TP T-57,19980109,CD-1/2,JT,J
Suchie-Pai Adventure - Doki Doki Nightmare (Japan) (Disc 2),THE THROBBING NIGHTMARE,T-5713G,V1.003,SEGA SEGASATURN,SEGA TP T-57,19980109,CD-2/2,JT,J
Sugoventure - Dragon Master Silk Gaiden (Japan),DRAGON MASTER SILK GAIDEN SUGOVENTURE,T-19505G,V1.000,SEGA SEGASATURN,SEGA TP T-195,19980105,CD-1/1,JT,J
